week,committer,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty
6,Nebraska,Other / Unclassified,Safety / Tackling,1,0.0,0.0
6,Nebraska,Pass Interference,Personal / Contact,1,4.0,4.0
6,Nebraska,Pass Interference,Procedural,1,5.0,5.0
6,Nebraska,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
6,Nevada,Holding,Blocking / Holding,1,0.0,0.0
6,Nevada,Pass Interference,Personal / Contact,1,15.0,15.0
6,New Mexico,Face Mask,Other,1,10.0,10.0
6,New Mexico,Holding,Blocking / Holding,3,101.0,33.67
6,New Mexico,Pass Interference,Personal / Contact,2,15.0,7.5
6,New Mexico,Personal Foul,Personal / Contact,1,15.0,15.0
6,New Mexico State,Delay of Game,Procedural,1,5.0,5.0
6,New Mexico State,Holding,Blocking / Holding,1,0.0,0.0
6,New Mexico State,Personal Foul,Personal / Contact,1,0.0,0.0
6,North Carolina,False Start,Procedural,1,5.0,5.0
6,North Carolina,Holding,Blocking / Holding,2,5.0,2.5
6,North Carolina,Illegal Formation,Procedural,3,57.0,19.0
6,North Carolina,Other / Unclassified,Other,1,5.0,5.0
6,North Carolina,Pass Interference,Personal / Contact,1,15.0,15.0
6,North Carolina,Roughing the Passer,Personal / Contact,1,15.0,15.0
6,Northern Illinois,Delay of Game,Procedural,1,5.0,5.0
6,Northern Illinois,False Start,Procedural,4,20.0,5.0
6,Northern Illinois,Holding,Blocking / Holding,3,16.0,5.33
6,Northern Illinois,Other / Unclassified,Administrative,1,5.0,5.0
6,Northern Illinois,Other / Unclassified,Other,2,8.0,4.0
6,Northern Illinois,Pass Interference,Personal / Contact,1,15.0,15.0
6,Northern Illinois,Roughing the Passer,Personal / Contact,1,15.0,15.0
6,Northwestern,Delay of Game,Procedural,1,5.0,5.0
6,Northwestern,Face Mask,Other,1,12.0,12.0
6,Northwestern,Holding,Blocking / Holding,2,10.0,5.0
6,Northwestern,Illegal Formation,Procedural,1,5.0,5.0
6,Northwestern,Other / Unclassified,Other,3,20.0,6.67
6,Northwestern,Pass Interference,Personal / Contact,2,0.0,0.0
6,Northwestern,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
6,Notre Dame,Face Mask,Other,1,8.0,8.0
6,Notre Dame,False Start,Procedural,2,10.0,5.0
6,Notre Dame,Holding,Blocking / Holding,2,10.0,5.0
6,Notre Dame,Other / Unclassified,Blocking / Holding,2,0.0,0.0
6,Notre Dame,Other / Unclassified,Other,1,0.0,0.0
6,Notre Dame,Pass Interference,Personal / Contact,2,33.0,16.5
6,Notre Dame,Personal Foul,Personal / Contact,1,15.0,15.0
6,Ohio,Face Mask,Other,1,15.0,15.0
6,Ohio,Holding,Blocking / Holding,1,16.0,16.0
6,Ohio,Other / Unclassified,Other,1,0.0,0.0
6,Ohio,Pass Interference,Personal / Contact,1,15.0,15.0
6,Ohio,Personal Foul,Personal / Contact,1,0.0,0.0
6,Ohio State,False Start,Procedural,2,10.0,5.0
6,Ohio State,Holding,Blocking / Holding,1,7.0,7.0
6,Oklahoma,Other / Unclassified,Other,2,12.0,6.0
6,Oklahoma,Pass Interference,Personal / Contact,1,8.0,8.0
6,Oklahoma,Personal Foul,Personal / Contact,1,15.0,15.0
6,Oklahoma State,Face Mask,Other,1,2.0,2.0
6,Oklahoma State,Personal Foul,Personal / Contact,1,15.0,15.0
6,Old Dominion,Holding,Blocking / Holding,1,10.0,10.0
6,Old Dominion,Illegal Formation,Procedural,1,27.0,27.0
6,Old Dominion,Offside,Procedural,1,0.0,0.0
6,Old Dominion,Other / Unclassified,Administrative,1,1.0,1.0
6,Oregon State,False Start,Procedural,2,10.0,5.0
6,Oregon State,Holding,Blocking / Holding,1,1.0,1.0
6,Oregon State,Pass Interference,Personal / Contact,1,4.0,4.0
6,Penn State,False Start,Procedural,2,0.0,0.0
6,Penn State,Holding,Blocking / Holding,1,0.0,0.0
6,Penn State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
6,Pittsburgh,False Start,Procedural,1,5.0,5.0
6,Pittsburgh,Holding,Blocking / Holding,3,58.0,19.33
6,Pittsburgh,Other / Unclassified,Other,3,40.0,13.33
6,Pittsburgh,Pass Interference,Personal / Contact,2,30.0,15.0
6,Purdue,False Start,Procedural,1,5.0,5.0
6,Purdue,Illegal Formation,Procedural,1,39.0,39.0
6,Purdue,Offside,Procedural,2,0.0,0.0
6,Purdue,Personal Foul,Personal / Contact,1,9.0,9.0
6,Rice,Offside,Procedural,1,5.0,5.0
6,Rice,Pass Interference,Personal / Contact,2,30.0,15.0
6,Rice,Roughing the Passer,Personal / Contact,1,0.0,0.0
6,SMU,Holding,Blocking / Holding,1,50.0,50.0
6,SMU,Pass Interference,Personal / Contact,2,30.0,15.0
6,Sam Houston,Delay of Game,Procedural,1,5.0,5.0
6,Sam Houston,Offside,Procedural,1,8.0,8.0
6,Sam Houston,Personal Foul,Personal / Contact,1,15.0,15.0
6,San Diego State,Delay of Game,Procedural,1,5.0,5.0
6,San Diego State,False Start,Procedural,1,5.0,5.0
6,San Diego State,Holding,Blocking / Holding,1,1.0,1.0
6,San Diego State,Other / Unclassified,Other,2,30.0,15.0
6,San Diego State,Pass Interference,Personal / Contact,1,15.0,15.0
6,San Diego State,Personal Foul,Personal / Contact,1,3.0,3.0
6,San Jose St,False Start,Procedural,2,10.0,5.0
6,San Jose St,Holding,Blocking / Holding,1,0.0,0.0
6,San Jose St,Other / Unclassified,Other,4,54.0,13.5
6,San Jose St,Roughing the Kicker,Personal / Contact,1,15.0,15.0
6,South Alabama,False Start,Procedural,4,20.0,5.0
6,South Alabama,Holding,Blocking / Holding,1,10.0,10.0
6,South Alabama,Other / Unclassified,Other,1,0.0,0.0
6,South Florida,False Start,Procedural,1,5.0,5.0
6,South Florida,Offside,Procedural,2,10.0,5.0
6,South Florida,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
6,Syracuse,Delay of Game,Procedural,1,5.0,5.0
6,Syracuse,Holding,Blocking / Holding,2,19.0,9.5
6,Syracuse,Illegal Motion,Other,1,0.0,0.0
6,Syracuse,Offside,Procedural,1,11.0,11.0
6,TCU,False Start,Procedural,1,5.0,5.0
6,TCU,Illegal Formation,Procedural,1,48.0,48.0
6,TCU,Other / Unclassified,Other,1,0.0,0.0
6,TCU,Pass Interference,Personal / Contact,3,61.0,20.33
6,TCU,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
6,Temple,False Start,Procedural,2,10.0,5.0
6,Temple,Holding,Blocking / Holding,1,1.0,1.0
6,Temple,Offside,Procedural,2,9.0,4.5
6,Temple,Pass Interference,Personal / Contact,1,15.0,15.0
6,Texas,Delay of Game,Procedural,1,5.0,5.0
6,Texas,Face Mask,Other,1,15.0,15.0
6,Texas,False Start,Procedural,5,25.0,5.0
6,Texas,Holding,Blocking / Holding,3,9.0,3.0
6,Texas A&M,False Start,Procedural,3,0.0,0.0
6,Texas A&M,Holding,Blocking / Holding,2,0.0,0.0
6,Texas A&M,Other / Unclassified,Administrative,1,5.0,5.0
6,Texas A&M,Pass Interference,Personal / Contact,1,0.0,0.0
6,Texas A&M,Personal Foul,Personal / Contact,1,0.0,0.0
6,Texas State,False Start,Procedural,3,0.0,0.0
6,Texas State,Holding,Blocking / Holding,4,0.0,0.0
6,Texas Tech,False Start,Procedural,3,15.0,5.0
6,Texas Tech,Holding,Blocking / Holding,1,7.0,7.0
6,Texas Tech,Pass Interference,Personal / Contact,1,0.0,0.0
6,Troy,Delay of Game,Procedural,1,5.0,5.0
6,Troy,False Start,Procedural,1,5.0,5.0
6,Troy,Offside,Procedural,2,5.0,2.5
6,Troy,Roughing the Passer,Personal / Contact,1,15.0,15.0
6,Tulsa,False Start,Procedural,1,5.0,5.0
6,Tulsa,Pass Interference,Personal / Contact,1,15.0,15.0
6,UAB,False Start,Procedural,5,25.0,5.0
6,UAB,Holding,Blocking / Holding,3,24.0,8.0
6,UAB,Other / Unclassified,Administrative,1,5.0,5.0
6,UCF,Face Mask,Other,1,6.0,6.0
6,UCF,False Start,Procedural,4,20.0,5.0
6,UCF,Holding,Blocking / Holding,1,15.0,15.0
6,UCF,Offside,Procedural,2,32.0,16.0
6,UCF,Other / Unclassified,Administrative,1,5.0,5.0
6,UCLA,False Start,Procedural,2,0.0,0.0
6,UCLA,Illegal Formation,Procedural,1,0.0,0.0
6,UCLA,Other / Unclassified,Other,2,0.0,0.0
6,UCLA,Pass Interference,Personal / Contact,1,0.0,0.0
6,UConn,False Start,Procedural,1,5.0,5.0
6,UConn,Holding,Blocking / Holding,5,17.0,3.4
6,UConn,Pass Interference,Personal / Contact,2,13.0,6.5
6,UConn,Roughing the Passer,Personal / Contact,1,15.0,15.0
6,UNLV,False Start,Procedural,2,9.0,4.5
6,UNLV,Holding,Blocking / Holding,2,10.0,5.0
6,UNLV,Personal Foul,Personal / Contact,1,14.0,14.0
6,UTSA,False Start,Procedural,1,5.0,5.0
6,UTSA,Holding,Blocking / Holding,1,9.0,9.0
6,UTSA,Pass Interference,Personal / Contact,1,3.0,3.0
6,Vanderbilt,False Start,Procedural,1,4.0,4.0
6,Vanderbilt,Holding,Blocking / Holding,1,30.0,30.0
6,Vanderbilt,Personal Foul,Personal / Contact,1,15.0,15.0
6,Virginia,False Start,Procedural,1,5.0,5.0
6,Virginia,Holding,Blocking / Holding,2,20.0,10.0
6,Virginia,Illegal Formation,Procedural,1,5.0,5.0
6,Virginia,Other / Unclassified,Safety / Tackling,1,15.0,15.0
6,Virginia,Personal Foul,Personal / Contact,1,15.0,15.0
6,Virginia,Roughing,Personal / Contact,1,15.0,15.0
6,Virginia,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
6,Virginia Tech,Delay of Game,Procedural,1,5.0,5.0
6,Virginia Tech,Holding,Blocking / Holding,1,17.0,17.0
6,Virginia Tech,Other / Unclassified,Other,4,29.0,7.25
6,Virginia Tech,Pass Interference,Personal / Contact,1,15.0,15.0
6,Wake Forest,False Start,Procedural,4,20.0,5.0
6,Wake Forest,Illegal Formation,Procedural,1,33.0,33.0
6,Wake Forest,Other / Unclassified,Blocking / Holding,1,2.0,2.0
6,Wake Forest,Other / Unclassified,Other,5,20.0,4.0
6,Wake Forest,Pass Interference,Personal / Contact,1,15.0,15.0
6,Wake Forest,Roughing the Passer,Personal / Contact,1,15.0,15.0
6,Washington,False Start,Procedural,2,10.0,5.0
6,Washington,Holding,Blocking / Holding,2,12.0,6.0
6,Washington,Other / Unclassified,Other,1,5.0,5.0
6,Washington,Personal Foul,Personal / Contact,2,0.0,0.0
6,Washington,Targeting,Personal / Contact,1,3.0,3.0
6,Washington,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
6,West Virginia,Offside,Procedural,1,5.0,5.0
6,West Virginia,Personal Foul,Personal / Contact,2,0.0,0.0
6,Western Kentucky,Holding,Blocking / Holding,1,6.0,6.0
6,Western Kentucky,Illegal Formation,Procedural,2,12.0,6.0
6,Western Kentucky,Pass Interference,Personal / Contact,1,8.0,8.0
6,Western Michigan,Holding,Blocking / Holding,1,4.0,4.0
6,Western Michigan,Pass Interference,Personal / Contact,2,25.0,12.5
6,Western Michigan,Personal Foul,Personal / Contact,1,59.0,59.0
6,Wisconsin,False Start,Procedural,1,5.0,5.0
6,Wisconsin,Offside,Procedural,1,0.0,0.0
6,Wyoming,False Start,Procedural,2,10.0,5.0
6,Wyoming,Holding,Blocking / Holding,2,2.0,1.0
6,Wyoming,Holding,Procedural,1,0.0,0.0
6,Wyoming,Pass Interference,Personal / Contact,2,15.0,7.5
6,Wyoming,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,Air Force,Face Mask,Other,1,16.0,16.0
7,Air Force,False Start,Procedural,2,10.0,5.0
7,Air Force,Other / Unclassified,Blocking / Holding,1,4.0,4.0
7,Akron,Delay of Game,Procedural,1,5.0,5.0
7,Akron,False Start,Procedural,7,35.0,5.0
7,Akron,Holding,Blocking / Holding,1,13.0,13.0
7,Akron,Offside,Procedural,1,5.0,5.0
7,Akron,Other / Unclassified,Other,1,0.0,0.0
7,Akron,Pass Interference,Personal / Contact,1,0.0,0.0
7,Akron,Personal Foul,Personal / Contact,1,0.0,0.0
7,Alabama,Delay of Game,Procedural,2,10.0,5.0
7,Alabama,Illegal Motion,Other,1,5.0,5.0
7,Alabama,Offside,Procedural,1,0.0,0.0
7,Alabama,Other / Unclassified,Procedural,1,5.0,5.0
7,Alabama,Targeting,Personal / Contact,1,15.0,15.0
7,Alabama,Unsportsmanlike Conduct,Personal / Contact,1,5.0,5.0
7,App State,Delay of Game,Procedural,1,5.0,5.0
7,App State,Holding,Blocking / Holding,1,0.0,0.0
7,App State,Pass Interference,Personal / Contact,2,30.0,15.0
7,Arizona,Holding,Blocking / Holding,1,4.0,4.0
7,Arizona,Offside,Procedural,2,5.0,2.5
7,Arizona,Other / Unclassified,Blocking / Holding,1,15.0,15.0
7,Arizona,Roughing the Passer,Personal / Contact,1,15.0,15.0
7,Arizona State,False Start,Procedural,1,0.0,0.0
7,Arizona State,Holding,Blocking / Holding,3,0.0,0.0
7,Arizona State,Other / Unclassified,Other,1,0.0,0.0
7,Arizona State,Pass Interference,Personal / Contact,2,0.0,0.0
7,Arizona State,Personal Foul,Personal / Contact,1,0.0,0.0
7,Arkansas,Holding,Blocking / Holding,3,7.0,2.33
7,Arkansas,Personal Foul,Personal / Contact,3,15.0,5.0
7,Army,Face Mask,Other,2,30.0,15.0
7,Army,Holding,Blocking / Holding,1,0.0,0.0
7,Auburn,Delay of Game,Procedural,1,0.0,0.0
7,Auburn,False Start,Procedural,1,0.0,0.0
7,Auburn,Holding,Blocking / Holding,3,9.0,3.0
7,Auburn,Illegal Formation,Procedural,1,0.0,0.0
7,Auburn,Pass Interference,Personal / Contact,2,20.0,10.0
7,BYU,Holding,Blocking / Holding,1,11.0,11.0
7,BYU,Pass Interference,Personal / Contact,2,3.0,1.5
7,Ball State,Holding,Blocking / Holding,1,0.0,0.0
7,Ball State,Illegal Formation,Procedural,1,5.0,5.0
7,Ball State,Offside,Procedural,1,5.0,5.0
7,Ball State,Unsportsmanlike Conduct,Personal / Contact,1,1.0,1.0
7,Boise State,False Start,Procedural,6,25.0,4.17
7,Boise State,Holding,Blocking / Holding,2,3.0,1.5
7,Boise State,Other / Unclassified,Administrative,1,0.0,0.0
7,Boston College,Holding,Blocking / Holding,1,10.0,10.0
7,Boston College,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Bowling Green,Delay of Game,Procedural,3,15.0,5.0
7,Bowling Green,False Start,Procedural,1,5.0,5.0
7,Bowling Green,Other / Unclassified,Administrative,1,5.0,5.0
7,Bowling Green,Pass Interference,Personal / Contact,2,30.0,15.0
7,Charlotte,False Start,Procedural,1,5.0,5.0
7,Cincinnati,False Start,Procedural,1,5.0,5.0
7,Cincinnati,Holding,Blocking / Holding,3,20.0,6.67
7,Cincinnati,Pass Interference,Personal / Contact,1,15.0,15.0
7,Clemson,Holding,Blocking / Holding,1,0.0,0.0
7,Clemson,Other / Unclassified,Other,1,0.0,0.0
7,Clemson,Pass Interference,Personal / Contact,1,0.0,0.0
7,Clemson,Personal Foul,Personal / Contact,1,0.0,0.0
7,Clemson,Roughing,Personal / Contact,1,0.0,0.0
7,Coastal Carolina,Holding,Blocking / Holding,3,12.0,4.0
7,Coastal Carolina,Other / Unclassified,Procedural,1,49.0,49.0
7,Coastal Carolina,Pass Interference,Personal / Contact,1,0.0,0.0
7,Coastal Carolina,Personal Foul,Personal / Contact,1,8.0,8.0
7,Colorado,Delay of Game,Procedural,1,5.0,5.0
7,Colorado,False Start,Procedural,2,10.0,5.0
7,Colorado,Holding,Blocking / Holding,1,0.0,0.0
7,Colorado,Offside,Procedural,1,3.0,3.0
7,Colorado,Pass Interference,Personal / Contact,1,15.0,15.0
7,Colorado,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Colorado State,Face Mask,Other,2,30.0,15.0
7,Colorado State,False Start,Procedural,3,15.0,5.0
7,Colorado State,Holding,Blocking / Holding,2,22.0,11.0
7,Colorado State,Other / Unclassified,Other,1,0.0,0.0
7,Colorado State,Pass Interference,Personal / Contact,1,15.0,15.0
7,Colorado State,Unsportsmanlike Conduct,Personal / Contact,2,30.0,15.0
7,East Carolina,Delay of Game,Procedural,1,5.0,5.0
7,East Carolina,False Start,Procedural,3,15.0,5.0
7,East Carolina,Holding,Blocking / Holding,1,5.0,5.0
7,East Carolina,Pass Interference,Personal / Contact,1,15.0,15.0
7,East Carolina,Personal Foul,Personal / Contact,1,0.0,0.0
7,Eastern Michigan,False Start,Procedural,2,10.0,5.0
7,Eastern Michigan,Holding,Blocking / Holding,1,10.0,10.0
7,Eastern Michigan,Other / Unclassified,Administrative,1,6.0,6.0
7,Florida,False Start,Procedural,1,0.0,0.0
7,Florida,Holding,Blocking / Holding,3,0.0,0.0
7,Florida,Other / Unclassified,Other,2,0.0,0.0
7,Florida,Personal Foul,Personal / Contact,1,0.0,0.0
7,Florida Atlantic,Holding,Blocking / Holding,1,8.0,8.0
7,Florida Atlantic,Other / Unclassified,Other,1,15.0,15.0
7,Florida Atlantic,Targeting,Personal / Contact,1,15.0,15.0
7,Florida State,Delay of Game,Procedural,1,5.0,5.0
7,Florida State,Holding,Blocking / Holding,2,13.0,6.5
7,Florida State,Other / Unclassified,Other,1,5.0,5.0
7,Florida State,Pass Interference,Personal / Contact,1,15.0,15.0
7,Florida State,Pass Interference,Procedural,1,15.0,15.0
7,Florida State,Personal Foul,Personal / Contact,1,9.0,9.0
7,Fresno State,Face Mask,Other,1,15.0,15.0
7,Fresno State,False Start,Procedural,2,10.0,5.0
7,Fresno State,Holding,Blocking / Holding,2,0.0,0.0
7,Fresno State,Offside,Procedural,1,5.0,5.0
7,Fresno State,Pass Interference,Personal / Contact,1,17.0,17.0
7,Georgia,Delay of Game,Procedural,1,0.0,0.0
7,Georgia,Holding,Blocking / Holding,2,17.0,8.5
7,Georgia,Offside,Procedural,1,1.0,1.0
7,Georgia,Pass Interference,Personal / Contact,1,10.0,10.0
7,Georgia,Personal Foul,Personal / Contact,3,0.0,0.0
7,Georgia,Roughing,Personal / Contact,1,15.0,15.0
7,Georgia Southern,False Start,Procedural,2,10.0,5.0
7,Georgia Southern,Holding,Blocking / Holding,1,0.0,0.0
7,Georgia Southern,Offside,Procedural,1,5.0,5.0
7,Georgia Southern,Other / Unclassified,Other,7,34.0,4.86
7,Georgia State,Holding,Blocking / Holding,1,0.0,0.0
7,Georgia State,Roughing the Passer,Personal / Contact,1,60.0,60.0
7,Georgia Tech,False Start,Procedural,1,5.0,5.0
7,Georgia Tech,Holding,Blocking / Holding,2,5.0,2.5
7,Georgia Tech,Personal Foul,Personal / Contact,2,30.0,15.0
7,Hawai'i,False Start,Procedural,1,5.0,5.0
7,Hawai'i,Offside,Procedural,1,5.0,5.0
7,Hawai'i,Other / Unclassified,Administrative,1,3.0,3.0
7,Hawai'i,Personal Foul,Personal / Contact,1,0.0,0.0
7,Houston,Face Mask,Other,1,15.0,15.0
7,Houston,False Start,Procedural,3,0.0,0.0
7,Houston,Holding,Blocking / Holding,3,0.0,0.0
7,Houston,Other / Unclassified,Administrative,2,5.0,2.5
7,Houston,Pass Interference,Personal / Contact,5,0.0,0.0
7,Illinois,False Start,Procedural,3,15.0,5.0
7,Illinois,Offside,Procedural,1,0.0,0.0
7,Illinois,Pass Interference,Personal / Contact,2,25.0,12.5
7,Illinois,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Indiana,Delay of Game,Procedural,1,5.0,5.0
7,Indiana,False Start,Procedural,6,30.0,5.0
7,Indiana,Offside,Procedural,1,0.0,0.0
7,Indiana,Pass Interference,Personal / Contact,3,34.0,11.33
7,Iowa,Delay of Game,Procedural,1,5.0,5.0
7,Iowa,Holding,Blocking / Holding,1,0.0,0.0
7,Iowa,Illegal Formation,Procedural,1,4.0,4.0
7,Iowa,Pass Interference,Personal / Contact,1,0.0,0.0
7,Iowa,Unsportsmanlike Conduct,Personal / Contact,2,15.0,7.5
7,Iowa State,Delay of Game,Procedural,1,5.0,5.0
7,Iowa State,False Start,Procedural,2,10.0,5.0
7,Iowa State,Holding,Blocking / Holding,1,10.0,10.0
7,Iowa State,Other / Unclassified,Administrative,1,0.0,0.0
7,Iowa State,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,Jacksonville State,Face Mask,Other,1,5.0,5.0
7,Jacksonville State,Holding,Blocking / Holding,2,29.0,14.5
7,Jacksonville State,Offside,Procedural,1,0.0,0.0
7,Jacksonville State,Other / Unclassified,Other,1,0.0,0.0
7,Jacksonville State,Pass Interference,Personal / Contact,1,15.0,15.0
7,Jacksonville State,Personal Foul,Personal / Contact,1,15.0,15.0
7,James Madison,Delay of Game,Procedural,2,10.0,5.0
7,James Madison,Holding,Blocking / Holding,2,8.0,4.0
7,Kansas,False Start,Procedural,1,5.0,5.0
7,Kansas,Holding,Blocking / Holding,5,38.0,7.6
7,Kansas,Other / Unclassified,Administrative,1,23.0,23.0
7,Kansas,Other / Unclassified,Other,1,15.0,15.0
7,Kansas,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,Kansas State,Delay of Game,Procedural,1,5.0,5.0
7,Kansas State,False Start,Procedural,1,5.0,5.0
7,Kansas State,Holding,Blocking / Holding,1,19.0,19.0
7,Kansas State,Other / Unclassified,Other,1,5.0,5.0
7,Kansas State,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,Kennesaw State,Delay of Game,Procedural,1,5.0,5.0
7,Kennesaw State,Illegal Formation,Procedural,1,5.0,5.0
7,Kennesaw State,Offside,Procedural,1,5.0,5.0
7,Kent State,Delay of Game,Procedural,1,0.0,0.0
7,Kent State,False Start,Procedural,1,0.0,0.0
7,Kent State,Unsportsmanlike Conduct,Personal / Contact,1,7.0,7.0
7,LSU,False Start,Procedural,1,5.0,5.0
7,LSU,Holding,Blocking / Holding,1,10.0,10.0
7,LSU,Offside,Procedural,2,10.0,5.0
7,LSU,Pass Interference,Personal / Contact,1,15.0,15.0
7,LSU,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Liberty,Delay of Game,Procedural,1,5.0,5.0
7,Liberty,Holding,Blocking / Holding,1,14.0,14.0
7,Liberty,Other / Unclassified,Other,1,0.0,0.0
7,Liberty,Personal Foul,Personal / Contact,2,0.0,0.0
7,Liberty,Unsportsmanlike Conduct,Personal / Contact,2,27.0,13.5
7,Louisiana,Face Mask,Other,1,15.0,15.0
7,Louisiana,False Start,Procedural,3,13.0,4.33
7,Louisiana,Holding,Blocking / Holding,1,10.0,10.0
7,Louisiana,Other / Unclassified,Blocking / Holding,1,10.0,10.0
7,Louisiana,Pass Interference,Personal / Contact,4,47.0,11.75
7,Louisiana,Roughing the Passer,Personal / Contact,1,15.0,15.0
7,Louisiana Tech,Face Mask,Other,1,15.0,15.0
7,Louisiana Tech,Holding,Blocking / Holding,2,16.0,8.0
7,Louisiana Tech,Illegal Formation,Procedural,1,41.0,41.0
7,Louisiana Tech,Other / Unclassified,Administrative,1,5.0,5.0
7,Louisiana Tech,Other / Unclassified,Other,2,14.0,7.0
7,Louisiana Tech,Other / Unclassified,Safety / Tackling,1,9.0,9.0
7,Louisiana Tech,Pass Interference,Personal / Contact,1,15.0,15.0
7,Louisiana Tech,Roughing,Personal / Contact,1,15.0,15.0
7,Marshall,Face Mask,Other,1,7.0,7.0
7,Marshall,Holding,Blocking / Holding,5,0.0,0.0
7,Marshall,Illegal Formation,Procedural,1,0.0,0.0
7,Marshall,Other / Unclassified,Other,3,50.0,16.67
7,Marshall,Pass Interference,Personal / Contact,1,0.0,0.0
7,Maryland,Delay of Game,Procedural,1,5.0,5.0
7,Maryland,Other / Unclassified,Administrative,1,0.0,0.0
7,Maryland,Other / Unclassified,Other,1,14.0,14.0
7,Massachusetts,Face Mask,Other,1,15.0,15.0
7,Massachusetts,False Start,Procedural,2,0.0,0.0
7,Massachusetts,Holding,Blocking / Holding,1,0.0,0.0
7,Massachusetts,Illegal Motion,Other,1,0.0,0.0
7,Massachusetts,Other / Unclassified,Other,2,0.0,0.0
7,Massachusetts,Pass Interference,Personal / Contact,3,0.0,0.0
7,Massachusetts,Roughing,Personal / Contact,1,0.0,0.0
7,Michigan,False Start,Procedural,2,10.0,5.0
7,Michigan,Pass Interference,Personal / Contact,1,9.0,9.0
7,Michigan State,Holding,Blocking / Holding,1,0.0,0.0
7,Middle Tennessee,Face Mask,Other,2,15.0,7.5
7,Middle Tennessee,False Start,Procedural,1,0.0,0.0
7,Middle Tennessee,Holding,Blocking / Holding,1,10.0,10.0
7,Middle Tennessee,Illegal Formation,Procedural,1,3.0,3.0
7,Middle Tennessee,Other / Unclassified,Other,1,5.0,5.0
7,Middle Tennessee,Personal Foul,Personal / Contact,1,50.0,50.0
7,Minnesota,Face Mask,Other,2,18.0,9.0
7,Minnesota,False Start,Procedural,2,5.0,2.5
7,Minnesota,Holding,Blocking / Holding,1,3.0,3.0
7,Missouri,Holding,Blocking / Holding,2,3.0,1.5
7,Missouri State,Face Mask,Other,2,26.0,13.0
7,Missouri State,Unsportsmanlike Conduct,Personal / Contact,1,1.0,1.0
7,NC State,Holding,Blocking / Holding,2,0.0,0.0
7,NC State,Unsportsmanlike Conduct,Personal / Contact,2,16.0,8.0
7,Navy,False Start,Procedural,2,10.0,5.0
7,Navy,Pass Interference,Personal / Contact,1,15.0,15.0
7,Nebraska,Delay of Game,Procedural,1,5.0,5.0
7,Nebraska,False Start,Procedural,2,10.0,5.0
7,Nebraska,Holding,Blocking / Holding,2,14.0,7.0
7,Nebraska,Pass Interference,Personal / Contact,3,40.0,13.33
7,Nebraska,Unsportsmanlike Conduct,Personal / Contact,4,64.0,16.0
7,Nevada,False Start,Procedural,1,5.0,5.0
7,Nevada,Other / Unclassified,Other,1,10.0,10.0
7,Nevada,Pass Interference,Personal / Contact,2,13.0,6.5
7,Nevada,Targeting,Personal / Contact,1,1.0,1.0
7,New Mexico,Delay of Game,Procedural,2,10.0,5.0
7,New Mexico,Face Mask,Other,2,25.0,12.5
7,New Mexico,False Start,Procedural,1,5.0,5.0
7,New Mexico,Holding,Blocking / Holding,2,10.0,5.0
7,New Mexico,Illegal Formation,Procedural,1,0.0,0.0
7,New Mexico,Other / Unclassified,Blocking / Holding,1,9.0,9.0
7,New Mexico,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,North Texas,False Start,Procedural,2,10.0,5.0
7,North Texas,Holding,Blocking / Holding,1,0.0,0.0
7,North Texas,Other / Unclassified,Other,1,0.0,0.0
7,North Texas,Pass Interference,Personal / Contact,2,15.0,7.5
7,Northern Illinois,Delay of Game,Procedural,1,0.0,0.0
7,Northern Illinois,Holding,Blocking / Holding,1,33.0,33.0
7,Northern Illinois,Unsportsmanlike Conduct,Personal / Contact,1,11.0,11.0
7,Northwestern,Delay of Game,Procedural,1,0.0,0.0
7,Northwestern,Face Mask,Other,2,24.0,12.0
7,Northwestern,Illegal Formation,Procedural,1,0.0,0.0
7,Northwestern,Other / Unclassified,Other,1,0.0,0.0
7,Northwestern,Personal Foul,Personal / Contact,1,0.0,0.0
7,Northwestern,Roughing,Personal / Contact,1,0.0,0.0
7,Northwestern,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Notre Dame,False Start,Procedural,4,20.0,5.0
7,Notre Dame,Holding,Blocking / Holding,2,18.0,9.0
7,Notre Dame,Pass Interference,Personal / Contact,3,45.0,15.0
7,Ohio State,Delay of Game,Procedural,2,10.0,5.0
7,Ohio State,Offside,Procedural,2,0.0,0.0
7,Ohio State,Other / Unclassified,Other,1,0.0,0.0
