offense,conference,penalty_type,total_penalties,total_yards,average_yards_per_penalty,AP_Rank,Coaches_Rank,CFP_Rank,Penalty_Category,penalty_enforced,penalty_declined_or_offset
Mississippi State,SEC,Other / Unclassified,8,96.0,12.0,,,,Other,1,0
Mississippi State,SEC,Personal Foul,6,59.0,9.83,,,,Personal Foul,1,0
Mississippi State,SEC,Illegal Formation,5,102.0,20.4,,,,Procedural,1,0
Mississippi State,SEC,Delay of Game,3,15.0,5.0,,,,Procedural,1,0
Mississippi State,SEC,Roughing the Passer,2,48.0,24.0,,,,Personal Foul,1,0
Mississippi State,SEC,Roughing,1,0.0,0.0,,,,Personal Foul,0,1
Mississippi State,SEC,Targeting,1,5.0,5.0,,,,Personal Foul,1,0
Mississippi State,SEC,Unsportsmanlike Conduct,1,15.0,15.0,,,,Personal Foul,1,0
Missouri,SEC,Offside,10,39.0,3.9,,24.0,,Procedural,1,0
Missouri,SEC,Holding,9,40.0,4.44,,24.0,,Holding/Blocking,1,0
Missouri,SEC,Other / Unclassified,9,70.0,7.78,,24.0,,Other,1,0
Missouri,SEC,False Start,7,35.0,5.0,,24.0,,Procedural,1,0
Missouri,SEC,Pass Interference,5,81.0,16.2,,24.0,,Pass/Coverage,1,0
Missouri,SEC,Face Mask,2,23.0,11.5,,24.0,,Other,1,0
Missouri,SEC,Delay of Game,1,5.0,5.0,,24.0,,Procedural,1,0
Missouri,SEC,Personal Foul,1,15.0,15.0,,24.0,,Personal Foul,1,0
Missouri State,CUSA,False Start,12,60.0,5.0,,,,Procedural,1,0
Missouri State,CUSA,Holding,12,144.0,12.0,,,,Holding/Blocking,1,0
Missouri State,CUSA,Other / Unclassified,11,57.0,5.18,,,,Other,1,0
Missouri State,CUSA,Personal Foul,10,110.0,11.0,,,,Personal Foul,1,0
Missouri State,CUSA,Pass Interference,6,101.0,16.83,,,,Pass/Coverage,1,0
Missouri State,CUSA,Offside,4,38.0,9.5,,,,Procedural,1,0
Missouri State,CUSA,Delay of Game,2,10.0,5.0,,,,Procedural,1,0
Missouri State,CUSA,Face Mask,2,30.0,15.0,,,,Other,1,0
Missouri State,CUSA,Roughing the Passer,2,30.0,15.0,,,,Personal Foul,1,0
N Illinois,MAC,False Start,13,65.0,5.0,,,,Procedural,1,0
N Illinois,MAC,Holding,9,141.0,15.67,,,,Holding/Blocking,1,0
N Illinois,MAC,Other / Unclassified,7,22.0,3.14,,,,Other,1,0
N Illinois,MAC,Delay of Game,5,20.0,4.0,,,,Procedural,1,0
N Illinois,MAC,Offside,3,23.0,7.67,,,,Procedural,1,0
N Illinois,MAC,Personal Foul,3,49.0,16.33,,,,Personal Foul,1,0
N Illinois,MAC,Face Mask,2,21.0,10.5,,,,Other,1,0
N Illinois,MAC,Pass Interference,2,14.0,7.0,,,,Pass/Coverage,1,0
N Illinois,MAC,Illegal Formation,1,41.0,41.0,,,,Procedural,1,0
N Illinois,MAC,Roughing the Passer,1,15.0,15.0,,,,Personal Foul,1,0
N Illinois,MAC,Unsportsmanlike Conduct,1,0.0,0.0,,,,Personal Foul,0,1
N Texas,American,Holding,19,179.0,9.42,,,,Holding/Blocking,1,0
N Texas,American,False Start,13,50.0,3.85,,,,Procedural,1,0
N Texas,American,Pass Interference,8,81.0,10.12,,,,Pass/Coverage,1,0
N Texas,American,Offside,7,88.0,12.57,,,,Procedural,1,0
N Texas,American,Other / Unclassified,7,23.0,3.29,,,,Other,1,0
N Texas,American,Unsportsmanlike Conduct,4,34.0,8.5,,,,Personal Foul,1,0
N Texas,American,Personal Foul,2,63.0,31.5,,,,Personal Foul,1,0
N Texas,American,Delay of Game,1,5.0,5.0,,,,Procedural,1,0
N Texas,American,Face Mask,1,15.0,15.0,,,,Other,1,0
N Texas,American,Illegal Formation,1,5.0,5.0,,,,Procedural,1,0
NC State,ACC,Holding,14,112.0,8.0,,,,Holding/Blocking,1,0
NC State,ACC,False Start,9,38.0,4.22,,,,Procedural,1,0
NC State,ACC,Pass Interference,8,86.0,10.75,,,,Pass/Coverage,1,0
NC State,ACC,Unsportsmanlike Conduct,6,38.0,6.33,,,,Personal Foul,1,0
NC State,ACC,Other / Unclassified,3,15.0,5.0,,,,Other,1,0
NC State,ACC,Face Mask,2,84.0,42.0,,,,Other,1,0
NC State,ACC,Illegal Formation,2,8.0,4.0,,,,Procedural,1,0
NC State,ACC,Offside,2,3.0,1.5,,,,Procedural,1,0
NC State,ACC,Roughing the Passer,2,15.0,7.5,,,,Personal Foul,1,0
NC State,ACC,Personal Foul,1,15.0,15.0,,,,Personal Foul,1,0
NC State,ACC,Roughing,1,15.0,15.0,,,,Personal Foul,1,0
NC State,ACC,Targeting,1,15.0,15.0,,,,Personal Foul,1,0
Navy,American,False Start,15,71.0,4.73,,,,Procedural,1,0
Navy,American,Holding,11,60.0,5.45,,,,Holding/Blocking,1,0
Navy,American,Other / Unclassified,7,51.0,7.29,,,,Other,1,0
Navy,American,Delay of Game,6,30.0,5.0,,,,Procedural,1,0
Navy,American,Offside,4,6.0,1.5,,,,Procedural,1,0
Navy,American,Pass Interference,2,28.0,14.0,,,,Pass/Coverage,1,0
Navy,American,Face Mask,1,5.0,5.0,,,,Other,1,0
Navy,American,Personal Foul,1,15.0,15.0,,,,Personal Foul,1,0
Navy,American,Unsportsmanlike Conduct,1,7.0,7.0,,,,Personal Foul,1,0
Nebraska,Big 10,Holding,8,68.0,8.5,,,,Holding/Blocking,1,0
Nebraska,Big 10,Pass Interference,8,104.0,13.0,,,,Pass/Coverage,1,0
Nebraska,Big 10,Unsportsmanlike Conduct,8,143.0,17.88,,,,Personal Foul,1,0
Nebraska,Big 10,False Start,7,34.0,4.86,,,,Procedural,1,0
Nebraska,Big 10,Other / Unclassified,5,3.0,0.6,,,,Other,1,0
Nebraska,Big 10,Delay of Game,3,9.0,3.0,,,,Procedural,1,0
Nebraska,Big 10,Offside,2,5.0,2.5,,,,Procedural,1,0
Nebraska,Big 10,Personal Foul,2,17.0,8.5,,,,Personal Foul,1,0
Nebraska,Big 10,Face Mask,1,15.0,15.0,,,,Other,1,0
Nebraska,Big 10,Illegal Formation,1,40.0,40.0,,,,Procedural,1,0
Nebraska,Big 10,Illegal Motion,1,3.0,3.0,,,,Procedural,1,0
Nevada,MWC,False Start,10,49.0,4.9,,,,Procedural,1,0
Nevada,MWC,Holding,10,133.0,13.3,,,,Holding/Blocking,1,0
Nevada,MWC,Pass Interference,10,103.0,10.3,,,,Pass/Coverage,1,0
Nevada,MWC,Personal Foul,6,122.0,20.33,,,,Personal Foul,1,0
Nevada,MWC,Offside,4,83.0,20.75,,,,Procedural,1,0
Nevada,MWC,Other / Unclassified,3,15.0,5.0,,,,Other,1,0
Nevada,MWC,Unsportsmanlike Conduct,2,25.0,12.5,,,,Personal Foul,1,0
Nevada,MWC,Face Mask,1,15.0,15.0,,,,Other,1,0
Nevada,MWC,Illegal Formation,1,8.0,8.0,,,,Procedural,1,0
Nevada,MWC,Targeting,1,1.0,1.0,,,,Personal Foul,1,0
New Mexico,MWC,Holding,14,252.0,18.0,,,,Holding/Blocking,1,0
New Mexico,MWC,Other / Unclassified,12,57.0,4.75,,,,Other,1,0
New Mexico,MWC,Pass Interference,11,97.0,8.82,,,,Pass/Coverage,1,0
New Mexico,MWC,False Start,10,49.0,4.9,,,,Procedural,1,0
New Mexico,MWC,Offside,8,77.0,9.62,,,,Procedural,1,0
New Mexico,MWC,Delay of Game,4,20.0,5.0,,,,Procedural,1,0
New Mexico,MWC,Personal Foul,4,20.0,5.0,,,,Personal Foul,1,0
New Mexico,MWC,Unsportsmanlike Conduct,4,37.0,9.25,,,,Personal Foul,1,0
New Mexico,MWC,Face Mask,3,25.0,8.33,,,,Other,1,0
New Mexico,MWC,Illegal Formation,3,10.0,3.33,,,,Procedural,1,0
New Mexico,MWC,Illegal Motion,1,4.0,4.0,,,,Procedural,1,0
New Mexico,MWC,Targeting,1,12.0,12.0,,,,Personal Foul,1,0
New Mexico State,CUSA,False Start,18,86.0,4.78,,,,Procedural,1,0
New Mexico State,CUSA,Holding,15,74.0,4.93,,,,Holding/Blocking,1,0
New Mexico State,CUSA,Other / Unclassified,15,288.0,19.2,,,,Other,1,0
New Mexico State,CUSA,Offside,9,47.0,5.22,,,,Procedural,1,0
New Mexico State,CUSA,Pass Interference,7,105.0,15.0,,,,Pass/Coverage,1,0
New Mexico State,CUSA,Personal Foul,6,70.0,11.67,,,,Personal Foul,1,0
New Mexico State,CUSA,Illegal Formation,4,30.0,7.5,,,,Procedural,1,0
New Mexico State,CUSA,Roughing the Passer,2,21.0,10.5,,,,Personal Foul,1,0
New Mexico State,CUSA,Delay of Game,1,5.0,5.0,,,,Procedural,1,0
New Mexico State,CUSA,Roughing the Kicker,1,40.0,40.0,,,,Personal Foul,1,0
New Mexico State,CUSA,Unsportsmanlike Conduct,1,15.0,15.0,,,,Personal Foul,1,0
North Carolina,ACC,Holding,17,149.0,8.76,,,,Holding/Blocking,1,0
North Carolina,ACC,False Start,10,37.0,3.7,,,,Procedural,1,0
North Carolina,ACC,Other / Unclassified,6,50.0,8.33,,,,Other,1,0
North Carolina,ACC,Pass Interference,5,60.0,12.0,,,,Pass/Coverage,1,0
North Carolina,ACC,Personal Foul,5,27.0,5.4,,,,Personal Foul,1,0
North Carolina,ACC,Offside,4,50.0,12.5,,,,Procedural,1,0
North Carolina,ACC,Illegal Formation,3,57.0,19.0,,,,Procedural,1,0
North Carolina,ACC,Roughing the Passer,3,37.0,12.33,,,,Personal Foul,1,0
North Carolina,ACC,Delay of Game,2,5.0,2.5,,,,Procedural,1,0
North Carolina,ACC,Face Mask,1,7.0,7.0,,,,Other,1,0
North Carolina,ACC,Illegal Motion,1,3.0,3.0,,,,Procedural,1,0
North Carolina,ACC,Unsportsmanlike Conduct,1,1.0,1.0,,,,Personal Foul,1,0
Northwestern,Big 10,Other / Unclassified,9,25.0,2.78,,,,Other,1,0
Northwestern,Big 10,Pass Interference,8,105.0,13.12,,,,Pass/Coverage,1,0
Northwestern,Big 10,False Start,6,20.0,3.33,,,,Procedural,1,0
Northwestern,Big 10,Holding,6,39.0,6.5,,,,Holding/Blocking,1,0
Northwestern,Big 10,Face Mask,4,53.0,13.25,,,,Other,1,0
Northwestern,Big 10,Illegal Formation,3,6.0,2.0,,,,Procedural,1,0
Northwestern,Big 10,Offside,3,10.0,3.33,,,,Procedural,1,0
Northwestern,Big 10,Unsportsmanlike Conduct,3,18.0,6.0,,,,Personal Foul,1,0
Northwestern,Big 10,Delay of Game,2,5.0,2.5,,,,Procedural,1,0
Northwestern,Big 10,Personal Foul,2,15.0,7.5,,,,Personal Foul,1,0
Northwestern,Big 10,Roughing,1,0.0,0.0,,,,Personal Foul,0,1
Notre Dame,Independent,Pass Interference,10,159.0,15.9,9.0,9.0,9.0,Pass/Coverage,1,0
Notre Dame,Independent,False Start,9,40.0,4.44,9.0,9.0,9.0,Procedural,1,0
Notre Dame,Independent,Holding,8,80.0,10.0,9.0,9.0,9.0,Holding/Blocking,1,0
Notre Dame,Independent,Other / Unclassified,8,54.0,6.75,9.0,9.0,9.0,Other,1,0
Notre Dame,Independent,Personal Foul,3,30.0,10.0,9.0,9.0,9.0,Personal Foul,1,0
Notre Dame,Independent,Roughing the Passer,3,43.0,14.33,9.0,9.0,9.0,Personal Foul,1,0
Notre Dame,Independent,Offside,2,14.0,7.0,9.0,9.0,9.0,Procedural,1,0
Notre Dame,Independent,Delay of Game,1,5.0,5.0,9.0,9.0,9.0,Procedural,1,0
Notre Dame,Independent,Face Mask,1,8.0,8.0,9.0,9.0,9.0,Other,1,0
ODU,SBC,Other / Unclassified,15,168.0,11.2,,,,Other,1,0
ODU,SBC,Holding,11,83.0,7.55,,,,Holding/Blocking,1,0
ODU,SBC,False Start,7,25.0,3.57,,,,Procedural,1,0
ODU,SBC,Offside,7,21.0,3.0,,,,Procedural,1,0
ODU,SBC,Pass Interference,7,76.0,10.86,,,,Pass/Coverage,1,0
ODU,SBC,Face Mask,3,36.0,12.0,,,,Other,1,0
ODU,SBC,Personal Foul,3,41.0,13.67,,,,Personal Foul,1,0
ODU,SBC,Illegal Formation,2,32.0,16.0,,,,Procedural,1,0
ODU,SBC,Targeting,2,30.0,15.0,,,,Personal Foul,1,0
ODU,SBC,Unsportsmanlike Conduct,2,0.0,0.0,,,,Personal Foul,0,1
ODU,SBC,Delay of Game,1,5.0,5.0,,,,Procedural,1,0
Ohio,MAC,False Start,16,60.0,3.75,,,,Procedural,1,0
Ohio,MAC,Holding,15,142.0,9.47,,,,Holding/Blocking,1,0
Ohio,MAC,Other / Unclassified,9,71.0,7.89,,,,Other,1,0
Ohio,MAC,Delay of Game,7,35.0,5.0,,,,Procedural,1,0
Ohio,MAC,Face Mask,4,55.0,13.75,,,,Other,1,0
Ohio,MAC,Offside,4,5.0,1.25,,,,Procedural,1,0
Ohio,MAC,Pass Interference,4,59.0,14.75,,,,Pass/Coverage,1,0
Ohio,MAC,Personal Foul,4,10.0,2.5,,,,Personal Foul,1,0
Ohio,MAC,Unsportsmanlike Conduct,2,64.0,32.0,,,,Personal Foul,1,0
Ohio,MAC,Illegal Formation,1,0.0,0.0,,,,Procedural,0,1
Ohio,MAC,Roughing the Passer,1,15.0,15.0,,,,Personal Foul,1,0
Ohio,MAC,Targeting,1,5.0,5.0,,,,Personal Foul,1,0
Ohio State,Big 10,False Start,8,40.0,5.0,1.0,1.0,1.0,Procedural,1,0
Ohio State,Big 10,Holding,6,30.0,5.0,1.0,1.0,1.0,Holding/Blocking,1,0
Ohio State,Big 10,Offside,4,5.0,1.25,1.0,1.0,1.0,Procedural,1,0
Ohio State,Big 10,Other / Unclassified,4,128.0,32.0,1.0,1.0,1.0,Other,1,0
Ohio State,Big 10,Delay of Game,3,15.0,5.0,1.0,1.0,1.0,Procedural,1,0
Ohio State,Big 10,Face Mask,2,30.0,15.0,1.0,1.0,1.0,Other,1,0
Ohio State,Big 10,Illegal Formation,2,13.0,6.5,1.0,1.0,1.0,Procedural,1,0
Ohio State,Big 10,Pass Interference,2,23.0,11.5,1.0,1.0,1.0,Pass/Coverage,1,0
Ohio State,Big 10,Personal Foul,2,15.0,7.5,1.0,1.0,1.0,Personal Foul,1,0
Ohio State,Big 10,Roughing the Passer,2,30.0,15.0,1.0,1.0,1.0,Personal Foul,1,0
Ohio State,Big 10,Unsportsmanlike Conduct,2,0.0,0.0,1.0,1.0,1.0,Personal Foul,0,1
Oklahoma,SEC,Holding,14,70.0,5.0,11.0,10.0,11.0,Holding/Blocking,1,0
Oklahoma,SEC,False Start,11,35.0,3.18,11.0,10.0,11.0,Procedural,1,0
Oklahoma,SEC,Other / Unclassified,6,25.0,4.17,11.0,10.0,11.0,Other,1,0
Oklahoma,SEC,Pass Interference,6,48.0,8.0,11.0,10.0,11.0,Pass/Coverage,1,0
Oklahoma,SEC,Personal Foul,4,33.0,8.25,11.0,10.0,11.0,Personal Foul,1,0
Oklahoma,SEC,Delay of Game,3,15.0,5.0,11.0,10.0,11.0,Procedural,1,0
Oklahoma,SEC,Illegal Formation,3,10.0,3.33,11.0,10.0,11.0,Procedural,1,0
Oklahoma,SEC,Face Mask,2,24.0,12.0,11.0,10.0,11.0,Other,1,0
Oklahoma,SEC,Offside,1,0.0,0.0,11.0,10.0,11.0,Procedural,0,1
Oklahoma,SEC,Roughing the Passer,1,0.0,0.0,11.0,10.0,11.0,Personal Foul,0,1
Oklahoma State,Big 12,False Start,10,25.0,2.5,,,,Procedural,1,0
Oklahoma State,Big 12,Other / Unclassified,10,39.0,3.9,,,,Other,1,0
Oklahoma State,Big 12,Holding,9,0.0,0.0,,,,Holding/Blocking,0,1
Oklahoma State,Big 12,Pass Interference,8,29.0,3.62,,,,Pass/Coverage,1,0
Oklahoma State,Big 12,Delay of Game,3,15.0,5.0,,,,Procedural,1,0
Oklahoma State,Big 12,Face Mask,2,5.0,2.5,,,,Other,1,0
Oklahoma State,Big 12,Personal Foul,2,15.0,7.5,,,,Personal Foul,1,0
Oklahoma State,Big 12,Targeting,2,22.0,11.0,,,,Personal Foul,1,0
Oklahoma State,Big 12,Illegal Formation,1,2.0,2.0,,,,Procedural,1,0
Oklahoma State,Big 12,Offside,1,45.0,45.0,,,,Procedural,1,0
Oklahoma State,Big 12,Roughing,1,0.0,0.0,,,,Personal Foul,0,1
Ole Miss,SEC,Holding,19,164.0,8.63,6.0,7.0,7.0,Holding/Blocking,1,0
Ole Miss,SEC,False Start,10,19.0,1.9,6.0,7.0,7.0,Procedural,1,0
Ole Miss,SEC,Other / Unclassified,8,50.0,6.25,6.0,7.0,7.0,Other,1,0
Ole Miss,SEC,Pass Interference,7,139.0,19.86,6.0,7.0,7.0,Pass/Coverage,1,0
Ole Miss,SEC,Delay of Game,4,20.0,5.0,6.0,7.0,7.0,Procedural,1,0
Ole Miss,SEC,Offside,4,9.0,2.25,6.0,7.0,7.0,Procedural,1,0
Ole Miss,SEC,Face Mask,3,62.0,20.67,6.0,7.0,7.0,Other,1,0
Ole Miss,SEC,Illegal Formation,3,100.0,33.33,6.0,7.0,7.0,Procedural,1,0
Ole Miss,SEC,Roughing,3,45.0,15.0,6.0,7.0,7.0,Personal Foul,1,0
Ole Miss,SEC,Personal Foul,2,1.0,0.5,6.0,7.0,7.0,Personal Foul,1,0
Ole Miss,SEC,Unsportsmanlike Conduct,1,15.0,15.0,6.0,7.0,7.0,Personal Foul,1,0
Oregon,Big 10,Holding,14,123.0,8.79,7.0,6.0,8.0,Holding/Blocking,1,0
Oregon,Big 10,False Start,11,49.0,4.45,7.0,6.0,8.0,Procedural,1,0
Oregon,Big 10,Offside,8,47.0,5.88,7.0,6.0,8.0,Procedural,1,0
Oregon,Big 10,Other / Unclassified,8,49.0,6.12,7.0,6.0,8.0,Other,1,0
Oregon,Big 10,Face Mask,3,35.0,11.67,7.0,6.0,8.0,Other,1,0
Oregon,Big 10,Pass Interference,3,28.0,9.33,7.0,6.0,8.0,Pass/Coverage,1,0
Oregon,Big 10,Unsportsmanlike Conduct,3,30.0,10.0,7.0,6.0,8.0,Personal Foul,1,0
Oregon,Big 10,Delay of Game,1,5.0,5.0,7.0,6.0,8.0,Procedural,1,0
Oregon,Big 10,Illegal Formation,1,41.0,41.0,7.0,6.0,8.0,Procedural,1,0
Oregon,Big 10,Personal Foul,1,15.0,15.0,7.0,6.0,8.0,Personal Foul,1,0
Oregon,Big 10,Roughing the Passer,1,0.0,0.0,7.0,6.0,8.0,Personal Foul,0,1
Oregon,Big 10,Targeting,1,7.0,7.0,7.0,6.0,8.0,Personal Foul,1,0
Oregon State,Pac 12,Holding,16,163.0,10.19,,,,Holding/Blocking,1,0
Oregon State,Pac 12,False Start,12,60.0,5.0,,,,Procedural,1,0
Oregon State,Pac 12,Other / Unclassified,11,19.0,1.73,,,,Other,1,0
Oregon State,Pac 12,Offside,9,78.0,8.67,,,,Procedural,1,0
Oregon State,Pac 12,Pass Interference,6,62.0,10.33,,,,Pass/Coverage,1,0
Oregon State,Pac 12,Unsportsmanlike Conduct,5,44.0,8.8,,,,Personal Foul,1,0
Oregon State,Pac 12,Delay of Game,4,20.0,5.0,,,,Procedural,1,0
Oregon State,Pac 12,Face Mask,2,19.0,9.5,,,,Other,1,0
Oregon State,Pac 12,Roughing the Passer,2,30.0,15.0,,,,Personal Foul,1,0
Oregon State,Pac 12,Personal Foul,1,0.0,0.0,,,,Personal Foul,0,1
Oregon State,Pac 12,Roughing,1,0.0,0.0,,,,Personal Foul,0,1
Oregon State,Pac 12,Targeting,1,15.0,15.0,,,,Personal Foul,1,0
Penn State,Big 10,False Start,9,25.0,2.78,,,,Procedural,1,0
Penn State,Big 10,Offside,5,13.0,2.6,,,,Procedural,1,0
Penn State,Big 10,Holding,3,1.0,0.33,,,,Holding/Blocking,1,0
Penn State,Big 10,Pass Interference,3,30.0,10.0,,,,Pass/Coverage,1,0
Penn State,Big 10,Other / Unclassified,2,9.0,4.5,,,,Other,1,0
Penn State,Big 10,Delay of Game,1,5.0,5.0,,,,Procedural,1,0
Penn State,Big 10,Illegal Motion,1,14.0,14.0,,,,Procedural,1,0
Penn State,Big 10,Targeting,1,15.0,15.0,,,,Personal Foul,1,0
Penn State,Big 10,Unsportsmanlike Conduct,1,0.0,0.0,,,,Personal Foul,0,1
Pittsburgh,ACC,Holding,18,163.0,9.06,23.0,23.0,22.0,Holding/Blocking,1,0
Pittsburgh,ACC,Other / Unclassified,17,174.0,10.24,23.0,23.0,22.0,Other,1,0
Pittsburgh,ACC,False Start,14,70.0,5.0,23.0,23.0,22.0,Procedural,1,0
Pittsburgh,ACC,Pass Interference,9,136.0,15.11,23.0,23.0,22.0,Pass/Coverage,1,0
Pittsburgh,ACC,Personal Foul,7,61.0,8.71,23.0,23.0,22.0,Personal Foul,1,0
Pittsburgh,ACC,Offside,6,18.0,3.0,23.0,23.0,22.0,Procedural,1,0
Pittsburgh,ACC,Face Mask,5,54.0,10.8,23.0,23.0,22.0,Other,1,0
Pittsburgh,ACC,Unsportsmanlike Conduct,4,30.0,7.5,23.0,23.0,22.0,Personal Foul,1,0
Pittsburgh,ACC,Delay of Game,3,15.0,5.0,23.0,23.0,22.0,Procedural,1,0
Pittsburgh,ACC,Roughing the Passer,2,46.0,23.0,23.0,23.0,22.0,Personal Foul,1,0
Pittsburgh,ACC,Illegal Motion,1,5.0,5.0,23.0,23.0,22.0,Procedural,1,0
Pittsburgh,ACC,Targeting,1,0.0,0.0,23.0,23.0,22.0,Personal Foul,0,1
Purdue,Big 10,Holding,12,103.0,8.58,,,,Holding/Blocking,1,0
Purdue,Big 10,Pass Interference,9,94.0,10.44,,,,Pass/Coverage,1,0
Purdue,Big 10,Other / Unclassified,8,70.0,8.75,,,,Other,1,0
Purdue,Big 10,Offside,6,45.0,7.5,,,,Procedural,1,0
Purdue,Big 10,False Start,5,25.0,5.0,,,,Procedural,1,0
Purdue,Big 10,Personal Foul,3,55.0,18.33,,,,Personal Foul,1,0
Purdue,Big 10,Roughing the Passer,2,12.0,6.0,,,,Personal Foul,1,0
Purdue,Big 10,Face Mask,1,0.0,0.0,,,,Other,0,1
Purdue,Big 10,Illegal Formation,1,39.0,39.0,,,,Procedural,1,0
Purdue,Big 10,Unsportsmanlike Conduct,1,15.0,15.0,,,,Personal Foul,1,0
Rice,American,False Start,8,35.0,4.38,,,,Procedural,1,0
Rice,American,Holding,8,132.0,16.5,,,,Holding/Blocking,1,0
Rice,American,Other / Unclassified,8,131.0,16.38,,,,Other,1,0
Rice,American,Personal Foul,5,55.0,11.0,,,,Personal Foul,1,0
Rice,American,Offside,4,19.0,4.75,,,,Procedural,1,0
Rice,American,Pass Interference,3,30.0,10.0,,,,Pass/Coverage,1,0
Rice,American,Face Mask,2,21.0,10.5,,,,Other,1,0
Rice,American,Roughing the Passer,2,1.0,0.5,,,,Personal Foul,1,0
Rice,American,Unsportsmanlike Conduct,2,30.0,15.0,,,,Personal Foul,1,0
Rice,American,Illegal Formation,1,0.0,0.0,,,,Procedural,0,1
Rice,American,Illegal Motion,1,5.0,5.0,,,,Procedural,1,0
Rutgers,Big 10,Pass Interference,13,138.0,10.62,,,,Pass/Coverage,1,0
Rutgers,Big 10,False Start,8,31.0,3.88,,,,Procedural,1,0
Rutgers,Big 10,Holding,7,32.0,4.57,,,,Holding/Blocking,1,0
Rutgers,Big 10,Other / Unclassified,7,118.0,16.86,,,,Other,1,0
Rutgers,Big 10,Delay of Game,4,20.0,5.0,,,,Procedural,1,0
Rutgers,Big 10,Offside,4,11.0,2.75,,,,Procedural,1,0
Rutgers,Big 10,Personal Foul,2,0.0,0.0,,,,Personal Foul,0,1
Rutgers,Big 10,Illegal Formation,1,2.0,2.0,,,,Procedural,1,0
Rutgers,Big 10,Unsportsmanlike Conduct,1,0.0,0.0,,,,Personal Foul,0,1
S Alabama,SBC,Holding,19,112.0,5.89,,,,Holding/Blocking,1,0
S Alabama,SBC,False Start,16,55.0,3.44,,,,Procedural,1,0
S Alabama,SBC,Other / Unclassified,11,72.0,6.55,,,,Other,1,0
S Alabama,SBC,Offside,10,39.0,3.9,,,,Procedural,1,0
S Alabama,SBC,Illegal Formation,6,68.0,11.33,,,,Procedural,1,0
S Alabama,SBC,Pass Interference,5,54.0,10.8,,,,Pass/Coverage,1,0
S Alabama,SBC,Delay of Game,4,20.0,5.0,,,,Procedural,1,0
S Alabama,SBC,Face Mask,2,30.0,15.0,,,,Other,1,0
S Alabama,SBC,Roughing the Passer,2,30.0,15.0,,,,Personal Foul,1,0
S Alabama,SBC,Personal Foul,1,0.0,0.0,,,,Personal Foul,0,1
S Alabama,SBC,Roughing,1,0.0,0.0,,,,Personal Foul,0,1
S Alabama,SBC,Targeting,1,6.0,6.0,,,,Personal Foul,1,0
S Alabama,SBC,Unsportsmanlike Conduct,1,15.0,15.0,,,,Personal Foul,1,0
SMU,ACC,Holding,18,180.0,10.0,,,,Holding/Blocking,1,0
SMU,ACC,Other / Unclassified,14,59.0,4.21,,,,Other,1,0
SMU,ACC,Personal Foul,9,110.0,12.22,,,,Personal Foul,1,0
SMU,ACC,Unsportsmanlike Conduct,9,105.0,11.67,,,,Personal Foul,1,0
SMU,ACC,Pass Interference,7,86.0,12.29,,,,Pass/Coverage,1,0
SMU,ACC,Offside,6,30.0,5.0,,,,Procedural,1,0
SMU,ACC,False Start,4,20.0,5.0,,,,Procedural,1,0
SMU,ACC,Face Mask,3,18.0,6.0,,,,Other,1,0
SMU,ACC,Illegal Formation,2,11.0,5.5,,,,Procedural,1,0
SMU,ACC,Delay of Game,1,5.0,5.0,,,,Procedural,1,0
Sam Houston,CUSA,Holding,13,153.0,11.77,,,,Holding/Blocking,1,0
Sam Houston,CUSA,Other / Unclassified,11,94.0,8.55,,,,Other,1,0
Sam Houston,CUSA,Pass Interference,10,77.0,7.7,,,,Pass/Coverage,1,0
Sam Houston,CUSA,Delay of Game,8,40.0,5.0,,,,Procedural,1,0
Sam Houston,CUSA,False Start,7,35.0,5.0,,,,Procedural,1,0
Sam Houston,CUSA,Personal Foul,4,0.0,0.0,,,,Personal Foul,0,1
Sam Houston,CUSA,Face Mask,3,38.0,12.67,,,,Other,1,0
Sam Houston,CUSA,Offside,2,8.0,4.0,,,,Procedural,1,0
Sam Houston,CUSA,Unsportsmanlike Conduct,2,30.0,15.0,,,,Personal Foul,1,0
Sam Houston,CUSA,Illegal Formation,1,45.0,45.0,,,,Procedural,1,0
Sam Houston,CUSA,Illegal Motion,1,46.0,46.0,,,,Procedural,1,0
Sam Houston,CUSA,Targeting,1,15.0,15.0,,,,Personal Foul,1,0
San Diego State,MWC,Holding,17,134.0,7.88,,,,Holding/Blocking,1,0
San Diego State,MWC,False Start,10,50.0,5.0,,,,Procedural,1,0
San Diego State,MWC,Offside,9,32.0,3.56,,,,Procedural,1,0
San Diego State,MWC,Other / Unclassified,6,46.0,7.67,,,,Other,1,0
San Diego State,MWC,Pass Interference,6,117.0,19.5,,,,Pass/Coverage,1,0
San Diego State,MWC,Delay of Game,3,10.0,3.33,,,,Procedural,1,0
San Diego State,MWC,Illegal Formation,2,51.0,25.5,,,,Procedural,1,0
San Diego State,MWC,Personal Foul,1,0.0,0.0,,,,Personal Foul,0,1
San Diego State,MWC,Targeting,1,15.0,15.0,,,,Personal Foul,1,0
San Diego State,MWC,Unsportsmanlike Conduct,1,15.0,15.0,,,,Personal Foul,1,0
San Jose St,MWC,Holding,15,120.0,8.0,,,,Holding/Blocking,1,0
San Jose St,MWC,False Start,14,105.0,7.5,,,,Procedural,1,0
San Jose St,MWC,Other / Unclassified,12,95.0,7.92,,,,Other,1,0
San Jose St,MWC,Offside,9,49.0,5.44,,,,Procedural,1,0
