offense,defense,penalty_type,total_penalties,total_yards,average_yards_per_penalty
Arkansas-Pine Bluff,Lincoln (CA),False Start,3,10.0,3.33
Arkansas-Pine Bluff,Southern,Offside,3,39.0,13.0
Arkansas-Pine Bluff,Texas Tech,Holding,3,24.0,8.0
Arkansas-Pine Bluff,Alcorn State,Holding,2,20.0,10.0
Arkansas-Pine Bluff,Alcorn State,Pass Interference,2,10.0,5.0
Arkansas-Pine Bluff,Central Arkansas,Holding,2,10.0,5.0
Arkansas-Pine Bluff,Florida A&M,False Start,2,10.0,5.0
Arkansas-Pine Bluff,Florida A&M,Other / Unclassified,2,105.0,52.5
Arkansas-Pine Bluff,Florida A&M,Personal Foul,2,16.0,8.0
Arkansas-Pine Bluff,Grambling,Pass Interference,2,6.0,3.0
Arkansas-Pine Bluff,Lincoln (CA),Delay of Game,2,5.0,2.5
Arkansas-Pine Bluff,Lincoln (CA),Personal Foul,2,15.0,7.5
Arkansas-Pine Bluff,Southern,Unsportsmanlike Conduct,2,63.0,31.5
Arkansas-Pine Bluff,Texas Southern,Holding,2,13.0,6.5
Arkansas-Pine Bluff,Texas Southern,Other / Unclassified,2,20.0,10.0
Arkansas-Pine Bluff,Texas Tech,Delay of Game,2,10.0,5.0
Arkansas-Pine Bluff,Texas Tech,Offside,2,10.0,5.0
Arkansas-Pine Bluff,Alcorn State,Delay of Game,1,0.0,0.0
Arkansas-Pine Bluff,Alcorn State,Other / Unclassified,1,0.0,0.0
Arkansas-Pine Bluff,Alcorn State,Roughing the Passer,1,15.0,15.0
Arkansas-Pine Bluff,Alcorn State,Unsportsmanlike Conduct,1,12.0,12.0
Arkansas-Pine Bluff,Bethune-Cookman,Offside,1,34.0,34.0
Arkansas-Pine Bluff,Bethune-Cookman,Personal Foul,1,35.0,35.0
Arkansas-Pine Bluff,Central Arkansas,False Start,1,5.0,5.0
Arkansas-Pine Bluff,Florida A&M,Offside,1,35.0,35.0
Arkansas-Pine Bluff,Grambling,Other / Unclassified,1,0.0,0.0
Arkansas-Pine Bluff,Grambling,Personal Foul,1,0.0,0.0
Arkansas-Pine Bluff,Lincoln (CA),Holding,1,10.0,10.0
Arkansas-Pine Bluff,Lincoln (CA),Illegal Formation,1,5.0,5.0
Arkansas-Pine Bluff,Lincoln (CA),Roughing,1,0.0,0.0
Arkansas-Pine Bluff,Lincoln (CA),Unsportsmanlike Conduct,1,0.0,0.0
Arkansas-Pine Bluff,Southern,Delay of Game,1,0.0,0.0
Arkansas-Pine Bluff,Southern,Face Mask,1,1.0,1.0
Arkansas-Pine Bluff,Southern,False Start,1,5.0,5.0
Arkansas-Pine Bluff,Southern,Other / Unclassified,1,6.0,6.0
Arkansas-Pine Bluff,Southern,Pass Interference,1,15.0,15.0
Arkansas-Pine Bluff,Southern,Personal Foul,1,45.0,45.0
Arkansas-Pine Bluff,Texas Southern,Offside,1,5.0,5.0
Arkansas-Pine Bluff,Texas Southern,Personal Foul,1,0.0,0.0
Arkansas-Pine Bluff,Texas Tech,Personal Foul,1,0.0,0.0
Army,UAB,False Start,3,15.0,5.0
Army,UAB,Other / Unclassified,3,70.0,23.33
Army,Charlotte,Face Mask,2,30.0,15.0
Army,Kansas State,False Start,2,0.0,0.0
Army,Tarleton State,Other / Unclassified,2,13.0,6.5
Army,Tarleton State,Pass Interference,2,23.0,11.5
Army,Temple,Offside,2,5.0,2.5
Army,Temple,Other / Unclassified,2,71.0,35.5
Army,UAB,Holding,2,10.0,5.0
Army,Air Force,Illegal Formation,1,16.0,16.0
Army,Air Force,Pass Interference,1,15.0,15.0
Army,Air Force,Personal Foul,1,6.0,6.0
Army,Charlotte,Holding,1,0.0,0.0
Army,East Carolina,Other / Unclassified,1,25.0,25.0
Army,North Texas,Offside,1,5.0,5.0
Army,Tarleton State,False Start,1,5.0,5.0
Army,Tarleton State,Holding,1,10.0,10.0
Army,Temple,False Start,1,0.0,0.0
Army,Temple,Holding,1,6.0,6.0
Army,Temple,Pass Interference,1,15.0,15.0
Army,Tulane,False Start,1,5.0,5.0
Army,Tulane,Holding,1,10.0,10.0
Army,Tulane,Offside,1,0.0,0.0
Army,Tulane,Other / Unclassified,1,0.0,0.0
Army,Tulane,Pass Interference,1,15.0,15.0
Army,UAB,Offside,1,2.0,2.0
Army,UAB,Personal Foul,1,14.0,14.0
Auburn,Oklahoma,False Start,6,0.0,0.0
Auburn,Texas A&M,Holding,5,0.0,0.0
Auburn,Vanderbilt,False Start,5,25.0,5.0
Auburn,Texas A&M,False Start,4,0.0,0.0
Auburn,Ball State,Holding,3,29.0,9.67
Auburn,Georgia,Holding,3,9.0,3.0
Auburn,Kentucky,Holding,3,57.0,19.0
Auburn,Baylor,False Start,2,10.0,5.0
Auburn,Baylor,Holding,2,0.0,0.0
Auburn,Georgia,Pass Interference,2,20.0,10.0
Auburn,Oklahoma,Delay of Game,2,10.0,5.0
Auburn,Oklahoma,Holding,2,0.0,0.0
Auburn,Oklahoma,Other / Unclassified,2,1.0,0.5
Auburn,Oklahoma,Pass Interference,2,0.0,0.0
Auburn,Vanderbilt,Holding,2,59.0,29.5
Auburn,Vanderbilt,Other / Unclassified,2,2.0,1.0
Auburn,Vanderbilt,Pass Interference,2,11.0,5.5
Auburn,Arkansas,Delay of Game,1,5.0,5.0
Auburn,Arkansas,False Start,1,5.0,5.0
Auburn,Arkansas,Holding,1,7.0,7.0
Auburn,Arkansas,Offside,1,5.0,5.0
Auburn,Ball State,False Start,1,5.0,5.0
Auburn,Ball State,Other / Unclassified,1,5.0,5.0
Auburn,Ball State,Roughing the Passer,1,15.0,15.0
Auburn,Baylor,Illegal Formation,1,39.0,39.0
Auburn,Georgia,Delay of Game,1,0.0,0.0
Auburn,Georgia,False Start,1,0.0,0.0
Auburn,Georgia,Illegal Formation,1,0.0,0.0
Auburn,Kentucky,False Start,1,5.0,5.0
Auburn,Missouri,False Start,1,5.0,5.0
Auburn,Missouri,Offside,1,0.0,0.0
Auburn,Missouri,Pass Interference,1,15.0,15.0
Auburn,Missouri,Personal Foul,1,0.0,0.0
Auburn,Missouri,Roughing the Passer,1,0.0,0.0
Auburn,Oklahoma,Face Mask,1,10.0,10.0
Auburn,South Alabama,Holding,1,9.0,9.0
Auburn,South Alabama,Other / Unclassified,1,0.0,0.0
Auburn,South Alabama,Pass Interference,1,0.0,0.0
Auburn,Texas A&M,Other / Unclassified,1,0.0,0.0
Auburn,Texas A&M,Personal Foul,1,0.0,0.0
Austin Peay,North Alabama,False Start,4,20.0,5.0
Austin Peay,Eastern Kentucky,Other / Unclassified,3,35.0,11.67
Austin Peay,Utah Tech,False Start,3,15.0,5.0
Austin Peay,West Georgia,Holding,3,13.0,4.33
Austin Peay,West Georgia,Other / Unclassified,3,20.0,6.67
Austin Peay,Abilene Christian,Holding,2,12.0,6.0
Austin Peay,Abilene Christian,Offside,2,10.0,5.0
Austin Peay,Abilene Christian,Other / Unclassified,2,15.0,7.5
Austin Peay,Central Arkansas,Offside,2,10.0,5.0
Austin Peay,Eastern Kentucky,False Start,2,10.0,5.0
Austin Peay,Eastern Kentucky,Unsportsmanlike Conduct,2,0.0,0.0
Austin Peay,Middle Tennessee,Delay of Game,2,10.0,5.0
Austin Peay,Middle Tennessee,Holding,2,19.0,9.5
Austin Peay,Morehead State,Holding,2,7.0,3.5
Austin Peay,North Alabama,Other / Unclassified,2,70.0,35.0
Austin Peay,Southern Utah,Other / Unclassified,2,70.0,35.0
Austin Peay,Utah Tech,Other / Unclassified,2,15.0,7.5
Austin Peay,Abilene Christian,False Start,1,5.0,5.0
Austin Peay,Abilene Christian,Illegal Formation,1,0.0,0.0
Austin Peay,Abilene Christian,Illegal Motion,1,5.0,5.0
Austin Peay,Abilene Christian,Unsportsmanlike Conduct,1,15.0,15.0
Austin Peay,Central Arkansas,Delay of Game,1,5.0,5.0
Austin Peay,Central Arkansas,False Start,1,5.0,5.0
Austin Peay,Central Arkansas,Personal Foul,1,17.0,17.0
Austin Peay,Central Arkansas,Unsportsmanlike Conduct,1,2.0,2.0
Austin Peay,Eastern Kentucky,Illegal Formation,1,5.0,5.0
Austin Peay,Georgia,Holding,1,4.0,4.0
Austin Peay,Georgia,Other / Unclassified,1,10.0,10.0
Austin Peay,Middle Tennessee,Other / Unclassified,1,15.0,15.0
Austin Peay,Middle Tennessee,Pass Interference,1,15.0,15.0
Austin Peay,Morehead State,Offside,1,5.0,5.0
Austin Peay,Morehead State,Other / Unclassified,1,33.0,33.0
Austin Peay,North Alabama,Face Mask,1,6.0,6.0
Austin Peay,North Alabama,Holding,1,3.0,3.0
Austin Peay,North Alabama,Offside,1,5.0,5.0
Austin Peay,Southern Utah,Face Mask,1,47.0,47.0
Austin Peay,Utah Tech,Delay of Game,1,5.0,5.0
Austin Peay,Utah Tech,Face Mask,1,15.0,15.0
Austin Peay,Utah Tech,Holding,1,7.0,7.0
Austin Peay,Utah Tech,Illegal Formation,1,9.0,9.0
BLUEFIELD,Presbyterian,False Start,2,10.0,5.0
BLUEFIELD,Presbyterian,Holding,1,10.0,10.0
BLUEFIELD,Presbyterian,Other / Unclassified,1,10.0,10.0
BYU,West Virginia,False Start,4,20.0,5.0
BYU,East Carolina,Holding,3,20.0,6.67
BYU,Iowa State,False Start,3,12.0,4.0
BYU,Stanford,Holding,3,10.0,3.33
BYU,Utah,Holding,3,58.0,19.33
BYU,Arizona,Pass Interference,2,3.0,1.5
BYU,Colorado,False Start,2,10.0,5.0
BYU,Colorado,Holding,2,14.0,7.0
BYU,Colorado,Pass Interference,2,32.0,16.0
BYU,East Carolina,Offside,2,5.0,2.5
BYU,East Carolina,Personal Foul,2,3.0,1.5
BYU,Stanford,Other / Unclassified,2,8.0,4.0
BYU,Texas Tech,False Start,2,10.0,5.0
BYU,Texas Tech,Pass Interference,2,30.0,15.0
BYU,Utah,Delay of Game,2,10.0,5.0
BYU,West Virginia,Holding,2,6.0,3.0
BYU,West Virginia,Pass Interference,2,24.0,12.0
BYU,Arizona,Holding,1,11.0,11.0
BYU,Colorado,Delay of Game,1,5.0,5.0
BYU,Colorado,Face Mask,1,3.0,3.0
BYU,East Carolina,False Start,1,5.0,5.0
BYU,East Carolina,Targeting,1,0.0,0.0
BYU,Iowa State,Face Mask,1,7.0,7.0
BYU,Iowa State,Holding,1,2.0,2.0
BYU,Iowa State,Illegal Formation,1,42.0,42.0
BYU,Iowa State,Other / Unclassified,1,3.0,3.0
BYU,Portland State,Delay of Game,1,5.0,5.0
BYU,Portland State,Holding,1,4.0,4.0
BYU,Portland State,Personal Foul,1,4.0,4.0
BYU,Stanford,False Start,1,0.0,0.0
BYU,Stanford,Personal Foul,1,0.0,0.0
BYU,Texas Tech,Holding,1,2.0,2.0
BYU,Utah,False Start,1,5.0,5.0
Ball State,Akron,False Start,3,15.0,5.0
Ball State,Akron,Offside,3,14.0,4.67
Ball State,Auburn,Delay of Game,3,15.0,5.0
Ball State,Kent State,Offside,3,15.0,5.0
Ball State,Akron,Pass Interference,2,30.0,15.0
Ball State,Kent State,Holding,2,29.0,14.5
Ball State,Kent State,Unsportsmanlike Conduct,2,21.0,10.5
Ball State,New Hampshire,False Start,2,10.0,5.0
Ball State,New Hampshire,Holding,2,7.0,3.5
Ball State,New Hampshire,Personal Foul,2,14.0,7.0
Ball State,Akron,Delay of Game,1,5.0,5.0
Ball State,Akron,Other / Unclassified,1,0.0,0.0
Ball State,Akron,Personal Foul,1,0.0,0.0
Ball State,Auburn,Face Mask,1,8.0,8.0
Ball State,Auburn,False Start,1,5.0,5.0
Ball State,Auburn,Offside,1,5.0,5.0
Ball State,Auburn,Pass Interference,1,5.0,5.0
Ball State,Auburn,Personal Foul,1,1.0,1.0
Ball State,Kent State,False Start,1,5.0,5.0
Ball State,Kent State,Personal Foul,1,6.0,6.0
Ball State,New Hampshire,Pass Interference,1,15.0,15.0
Ball State,Northern Illinois,Delay of Game,1,5.0,5.0
Ball State,Northern Illinois,Holding,1,0.0,0.0
Ball State,Northern Illinois,Offside,1,5.0,5.0
Ball State,Northern Illinois,Pass Interference,1,15.0,15.0
Ball State,Northern Illinois,Personal Foul,1,0.0,0.0
Ball State,Ohio,Face Mask,1,3.0,3.0
Ball State,Ohio,False Start,1,5.0,5.0
Ball State,Ohio,Holding,1,10.0,10.0
Ball State,Ohio,Offside,1,5.0,5.0
Ball State,Ohio,Pass Interference,1,15.0,15.0
Ball State,Ohio,Unsportsmanlike Conduct,1,15.0,15.0
Ball State,Purdue,False Start,1,3.0,3.0
Ball State,Purdue,Holding,1,0.0,0.0
Ball State,Purdue,Other / Unclassified,1,5.0,5.0
Ball State,Purdue,Personal Foul,1,1.0,1.0
Ball State,UConn,False Start,1,5.0,5.0
Ball State,UConn,Other / Unclassified,1,10.0,10.0
Ball State,Western Michigan,Illegal Formation,1,5.0,5.0
Ball State,Western Michigan,Offside,1,5.0,5.0
Baylor,Auburn,Holding,7,61.0,8.71
Baylor,Cincinnati,Pass Interference,5,56.0,11.2
Baylor,Oklahoma State,Holding,5,0.0,0.0
Baylor,SMU,Holding,5,33.0,6.6
Baylor,Oklahoma State,Pass Interference,3,0.0,0.0
Baylor,TCU,Holding,3,0.0,0.0
Baylor,Arizona State,Pass Interference,2,30.0,15.0
Baylor,Auburn,Pass Interference,2,23.0,11.5
Baylor,Kansas State,Holding,2,19.0,9.5
Baylor,Kansas State,Pass Interference,2,30.0,15.0
Baylor,Oklahoma State,Other / Unclassified,2,4.0,2.0
Baylor,Samford,Holding,2,1.0,0.5
Baylor,Samford,Pass Interference,2,12.0,6.0
Baylor,TCU,Pass Interference,2,0.0,0.0
Baylor,Arizona State,Holding,1,10.0,10.0
Baylor,Arizona State,Other / Unclassified,1,0.0,0.0
Baylor,Auburn,False Start,1,5.0,5.0
Baylor,Cincinnati,Holding,1,4.0,4.0
Baylor,Kansas State,False Start,1,5.0,5.0
Baylor,Kansas State,Other / Unclassified,1,10.0,10.0
Baylor,Oklahoma State,Personal Foul,1,0.0,0.0
Baylor,SMU,Other / Unclassified,1,0.0,0.0
Baylor,SMU,Pass Interference,1,15.0,15.0
Baylor,Samford,Personal Foul,1,15.0,15.0
Baylor,Samford,Roughing the Passer,1,0.0,0.0
Baylor,TCU,Unsportsmanlike Conduct,1,0.0,0.0
Baylor,UCF,Holding,1,3.0,3.0
Baylor,UCF,Illegal Formation,1,2.0,2.0
Baylor,UCF,Other / Unclassified,1,10.0,10.0
Bentley,Bryant,Holding,3,32.0,10.67
Bentley,Bryant,False Start,2,10.0,5.0
Bentley,Bryant,Other / Unclassified,2,0.0,0.0
Bentley,Bryant,Pass Interference,2,30.0,15.0
Bentley,Bryant,Personal Foul,2,1.0,0.5
Bethune-Cookman,Alabama State,Other / Unclassified,5,57.0,11.4
Bethune-Cookman,South Carolina State,Holding,4,0.0,0.0
Bethune-Cookman,Arkansas-Pine Bluff,Holding,3,20.0,6.67
Bethune-Cookman,Edward Waters,False Start,3,5.0,1.67
Bethune-Cookman,Grambling,Other / Unclassified,3,60.0,20.0
Bethune-Cookman,Mississippi Valley State,Holding,3,65.0,21.67
Bethune-Cookman,Alabama A&M,Other / Unclassified,2,0.0,0.0
Bethune-Cookman,Alabama State,Offside,2,17.0,8.5
Bethune-Cookman,Arkansas-Pine Bluff,False Start,2,10.0,5.0
Bethune-Cookman,Edward Waters,Delay of Game,2,5.0,2.5
Bethune-Cookman,Edward Waters,Face Mask,2,28.0,14.0
Bethune-Cookman,Edward Waters,Holding,2,0.0,0.0
Bethune-Cookman,Edward Waters,Other / Unclassified,2,0.0,0.0
Bethune-Cookman,Florida International,Holding,2,33.0,16.5
Bethune-Cookman,Grambling,Personal Foul,2,6.0,3.0
Bethune-Cookman,Alabama A&M,Delay of Game,1,0.0,0.0
Bethune-Cookman,Alabama A&M,Personal Foul,1,0.0,0.0
Bethune-Cookman,Alabama State,Delay of Game,1,5.0,5.0
Bethune-Cookman,Alabama State,Personal Foul,1,0.0,0.0
Bethune-Cookman,Alabama State,Roughing the Passer,1,15.0,15.0
Bethune-Cookman,Arkansas-Pine Bluff,Offside,1,0.0,0.0
Bethune-Cookman,Arkansas-Pine Bluff,Other / Unclassified,1,30.0,30.0
Bethune-Cookman,Edward Waters,Personal Foul,1,50.0,50.0
Bethune-Cookman,Edward Waters,Unsportsmanlike Conduct,1,0.0,0.0
Bethune-Cookman,Florida International,Delay of Game,1,5.0,5.0
Bethune-Cookman,Florida International,False Start,1,5.0,5.0
Bethune-Cookman,Florida International,Pass Interference,1,0.0,0.0
Bethune-Cookman,Grambling,False Start,1,5.0,5.0
Bethune-Cookman,Grambling,Holding,1,8.0,8.0
Bethune-Cookman,Miami,Face Mask,1,15.0,15.0
Bethune-Cookman,Miami,False Start,1,5.0,5.0
Bethune-Cookman,Miami,Holding,1,0.0,0.0
Bethune-Cookman,Miami,Targeting,1,0.0,0.0
Bethune-Cookman,Mississippi Valley State,Delay of Game,1,5.0,5.0
Bethune-Cookman,Mississippi Valley State,Other / Unclassified,1,60.0,60.0
Bethune-Cookman,South Carolina State,False Start,1,0.0,0.0
Bethune-Cookman,South Carolina State,Unsportsmanlike Conduct,1,0.0,0.0
Boise State,New Mexico,False Start,6,25.0,4.17
Boise State,Notre Dame,Holding,5,28.0,5.6
Boise State,Notre Dame,Other / Unclassified,5,6.0,1.2
Boise State,Air Force,False Start,3,15.0,5.0
Boise State,Fresno State,False Start,3,15.0,5.0
Boise State,Fresno State,Holding,3,78.0,26.0
Boise State,Notre Dame,False Start,3,15.0,5.0
Boise State,South Florida,False Start,3,15.0,5.0
Boise State,Air Force,Holding,2,10.0,5.0
Boise State,Air Force,Other / Unclassified,2,25.0,12.5
Boise State,App State,Holding,2,50.0,25.0
Boise State,App State,Offside,2,9.0,4.5
Boise State,Eastern Washington,Holding,2,11.0,5.5
Boise State,Nevada,Offside,2,8.0,4.0
Boise State,New Mexico,Face Mask,2,25.0,12.5
Boise State,New Mexico,Holding,2,3.0,1.5
Boise State,New Mexico,Other / Unclassified,2,9.0,4.5
Boise State,Notre Dame,Pass Interference,2,12.0,6.0
Boise State,South Florida,Delay of Game,2,6.0,3.0
Boise State,Air Force,Illegal Formation,1,5.0,5.0
Boise State,Air Force,Pass Interference,1,7.0,7.0
Boise State,Air Force,Personal Foul,1,8.0,8.0
Boise State,App State,False Start,1,5.0,5.0
Boise State,App State,Other / Unclassified,1,0.0,0.0
Boise State,App State,Pass Interference,1,15.0,15.0
Boise State,Eastern Washington,False Start,1,5.0,5.0
Boise State,Eastern Washington,Offside,1,25.0,25.0
Boise State,Fresno State,Other / Unclassified,1,45.0,45.0
Boise State,Fresno State,Pass Interference,1,15.0,15.0
Boise State,Nevada,Delay of Game,1,5.0,5.0
Boise State,Nevada,False Start,1,5.0,5.0
Boise State,Nevada,Other / Unclassified,1,2.0,2.0
Boise State,Nevada,Pass Interference,1,14.0,14.0
Boise State,Notre Dame,Offside,1,5.0,5.0
Boise State,Notre Dame,Personal Foul,1,0.0,0.0
Boise State,Notre Dame,Roughing the Passer,1,15.0,15.0
Boise State,South Florida,Offside,1,5.0,5.0
Boise State,South Florida,Pass Interference,1,10.0,10.0
Boise State,South Florida,Roughing,1,11.0,11.0
Boise State,UNLV,False Start,1,5.0,5.0
Boise State,UNLV,Unsportsmanlike Conduct,1,15.0,15.0
Boston College,California,False Start,3,0.0,0.0
Boston College,California,Pass Interference,3,0.0,0.0
Boston College,Louisville,Other / Unclassified,3,92.0,30.67
Boston College,Michigan State,False Start,3,15.0,5.0
Boston College,Michigan State,Other / Unclassified,3,5.0,1.67
Boston College,Notre Dame,Personal Foul,3,41.0,13.67
Boston College,Clemson,Holding,2,10.0,5.0
Boston College,Louisville,False Start,2,10.0,5.0
Boston College,Louisville,Targeting,2,3.0,1.5
Boston College,Michigan State,Holding,2,37.0,18.5
Boston College,Notre Dame,False Start,2,10.0,5.0
Boston College,Pittsburgh,Offside,2,10.0,5.0
Boston College,SMU,Other / Unclassified,2,58.0,29.0
Boston College,Stanford,False Start,2,10.0,5.0
Boston College,UConn,False Start,2,0.0,0.0
Boston College,California,Holding,1,0.0,0.0
Boston College,California,Personal Foul,1,5.0,5.0
Boston College,California,Unsportsmanlike Conduct,1,0.0,0.0
Boston College,Clemson,Pass Interference,1,0.0,0.0
Boston College,Clemson,Roughing,1,0.0,0.0
Boston College,Clemson,Unsportsmanlike Conduct,1,0.0,0.0
Boston College,Fordham,Other / Unclassified,1,0.0,0.0
Boston College,Louisville,Holding,1,6.0,6.0
Boston College,Louisville,Unsportsmanlike Conduct,1,15.0,15.0
Boston College,Notre Dame,Delay of Game,1,5.0,5.0
Boston College,Notre Dame,Holding,1,10.0,10.0
Boston College,Notre Dame,Offside,1,5.0,5.0
Boston College,Notre Dame,Other / Unclassified,1,0.0,0.0
Boston College,Notre Dame,Unsportsmanlike Conduct,1,6.0,6.0
Boston College,Pittsburgh,False Start,1,5.0,5.0
Boston College,Pittsburgh,Targeting,1,41.0,41.0
Boston College,SMU,Delay of Game,1,5.0,5.0
Boston College,SMU,Offside,1,6.0,6.0
Boston College,SMU,Personal Foul,1,5.0,5.0
Boston College,SMU,Roughing the Passer,1,25.0,25.0
Boston College,Stanford,Offside,1,1.0,1.0
Boston College,UConn,Holding,1,0.0,0.0
Boston College,UConn,Other / Unclassified,1,7.0,7.0
Boston College,UConn,Pass Interference,1,0.0,0.0
Boston College,UConn,Personal Foul,1,0.0,0.0
Boston College,UConn,Unsportsmanlike Conduct,1,0.0,0.0
Bowie State,Delaware State,Unsportsmanlike Conduct,4,26.0,6.5
Bowie State,Delaware State,Holding,3,30.0,10.0
Bowie State,Delaware State,Delay of Game,2,10.0,5.0
Bowie State,Delaware State,False Start,1,5.0,5.0
Bowie State,Delaware State,Pass Interference,1,15.0,15.0
Bowie State,Delaware State,Personal Foul,1,2.0,2.0
Bowling Green,Liberty,False Start,5,25.0,5.0
Bowling Green,Kent State,Holding,3,29.0,9.67
Bowling Green,Liberty,Other / Unclassified,3,10.0,3.33
Bowling Green,Toledo,Delay of Game,3,15.0,5.0
Bowling Green,Central Michigan,False Start,2,10.0,5.0
Bowling Green,Central Michigan,Holding,2,35.0,17.5
Bowling Green,Central Michigan,Offside,2,10.0,5.0
Bowling Green,Central Michigan,Other / Unclassified,2,24.0,12.0
Bowling Green,Cincinnati,Pass Interference,2,27.0,13.5
Bowling Green,Kent State,Other / Unclassified,2,20.0,10.0
Bowling Green,Ohio,Delay of Game,2,10.0,5.0
Bowling Green,Toledo,Other / Unclassified,2,9.0,4.5
Bowling Green,Toledo,Pass Interference,2,30.0,15.0
Bowling Green,Buffalo,Pass Interference,1,15.0,15.0
Bowling Green,Central Michigan,Face Mask,1,26.0,26.0
Bowling Green,Central Michigan,Pass Interference,1,9.0,9.0
Bowling Green,Central Michigan,Personal Foul,1,0.0,0.0
Bowling Green,Cincinnati,False Start,1,5.0,5.0
Bowling Green,Cincinnati,Offside,1,4.0,4.0
Bowling Green,Cincinnati,Other / Unclassified,1,5.0,5.0
Bowling Green,Cincinnati,Personal Foul,1,0.0,0.0
Bowling Green,Eastern Michigan,Holding,1,32.0,32.0
Bowling Green,Eastern Michigan,Pass Interference,1,15.0,15.0
Bowling Green,Kent State,Delay of Game,1,3.0,3.0
Bowling Green,Kent State,Offside,1,5.0,5.0
Bowling Green,Kent State,Pass Interference,1,15.0,15.0
Bowling Green,Lafayette,Delay of Game,1,5.0,5.0
Bowling Green,Lafayette,Offside,1,5.0,5.0
Bowling Green,Lafayette,Unsportsmanlike Conduct,1,0.0,0.0
Bowling Green,Liberty,Holding,1,4.0,4.0
Bowling Green,Liberty,Illegal Formation,1,2.0,2.0
Bowling Green,Liberty,Unsportsmanlike Conduct,1,0.0,0.0
Bowling Green,Louisville,False Start,1,5.0,5.0
Bowling Green,Louisville,Other / Unclassified,1,0.0,0.0
Bowling Green,Louisville,Unsportsmanlike Conduct,1,15.0,15.0
Bowling Green,Ohio,Offside,1,5.0,5.0
Bowling Green,Ohio,Other / Unclassified,1,15.0,15.0
Bowling Green,Toledo,False Start,1,5.0,5.0
Bowling Green,Toledo,Holding,1,5.0,5.0
Brown,Cornell,Holding,3,28.0,9.33
Brown,Harvard,Offside,3,7.0,2.33
Brown,Rhode Island,Other / Unclassified,3,7.0,2.33
Brown,Yale,Pass Interference,3,37.0,12.33
Brown,Bryant,Other / Unclassified,2,0.0,0.0
Brown,Georgetown,False Start,2,10.0,5.0
Brown,Georgetown,Holding,2,26.0,13.0
Brown,Pennsylvania,Pass Interference,2,39.0,19.5
Brown,Princeton,False Start,2,5.0,2.5
Brown,Princeton,Other / Unclassified,2,0.0,0.0
Brown,Princeton,Roughing,2,0.0,0.0
Brown,Rhode Island,False Start,2,0.0,0.0
Brown,Yale,Holding,2,14.0,7.0
Brown,Yale,Unsportsmanlike Conduct,2,38.0,19.0
Brown,Bryant,False Start,1,5.0,5.0
Brown,Bryant,Holding,1,2.0,2.0
Brown,Bryant,Offside,1,0.0,0.0
Brown,Bryant,Targeting,1,0.0,0.0
Brown,Cornell,Other / Unclassified,1,14.0,14.0
Brown,Cornell,Roughing the Kicker,1,25.0,25.0
Brown,Cornell,Roughing the Passer,1,15.0,15.0
Brown,Cornell,Unsportsmanlike Conduct,1,5.0,5.0
Brown,Georgetown,Offside,1,4.0,4.0
Brown,Georgetown,Other / Unclassified,1,14.0,14.0
Brown,Harvard,Holding,1,2.0,2.0
Brown,Harvard,Other / Unclassified,1,0.0,0.0
Brown,Harvard,Pass Interference,1,15.0,15.0
Brown,Harvard,Personal Foul,1,0.0,0.0
Brown,Pennsylvania,False Start,1,5.0,5.0
Brown,Pennsylvania,Holding,1,4.0,4.0
