week,drawn_team,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty
7,Air Force,Face Mask,Other,2,2.0,1.0
7,Air Force,False Start,Procedural,2,10.0,5.0
7,Air Force,Holding,Blocking / Holding,3,20.0,6.67
7,Air Force,Offside,Procedural,1,0.0,0.0
7,Air Force,Other / Unclassified,Other,3,25.0,8.33
7,Air Force,Pass Interference,Personal / Contact,2,70.0,35.0
7,Air Force,Unsportsmanlike Conduct,Personal / Contact,1,16.0,16.0
7,Alabama,Holding,Blocking / Holding,2,3.0,1.5
7,App State,Holding,Blocking / Holding,1,0.0,0.0
7,App State,Roughing the Passer,Personal / Contact,1,60.0,60.0
7,Arizona,Holding,Blocking / Holding,1,11.0,11.0
7,Arizona,Pass Interference,Personal / Contact,2,3.0,1.5
7,Arizona State,Delay of Game,Procedural,1,0.0,0.0
7,Arizona State,Other / Unclassified,Other,1,0.0,0.0
7,Arizona State,Pass Interference,Personal / Contact,1,0.0,0.0
7,Arizona State,Personal Foul,Personal / Contact,1,0.0,0.0
7,Arkansas,Delay of Game,Procedural,1,4.0,4.0
7,Arkansas,False Start,Procedural,4,20.0,5.0
7,Arkansas,Illegal Formation,Procedural,1,12.0,12.0
7,Arkansas,Personal Foul,Personal / Contact,1,15.0,15.0
7,Army,False Start,Procedural,1,5.0,5.0
7,Auburn,Delay of Game,Procedural,1,0.0,0.0
7,Auburn,Holding,Blocking / Holding,2,17.0,8.5
7,Auburn,Offside,Procedural,1,1.0,1.0
7,Auburn,Pass Interference,Personal / Contact,1,10.0,10.0
7,Auburn,Personal Foul,Personal / Contact,3,0.0,0.0
7,Auburn,Roughing,Personal / Contact,1,15.0,15.0
7,BYU,Holding,Blocking / Holding,1,4.0,4.0
7,BYU,Offside,Procedural,2,5.0,2.5
7,BYU,Other / Unclassified,Blocking / Holding,1,15.0,15.0
7,BYU,Roughing the Passer,Personal / Contact,1,15.0,15.0
7,Ball State,Delay of Game,Procedural,1,5.0,5.0
7,Ball State,False Start,Procedural,1,5.0,5.0
7,Ball State,Personal Foul,Personal / Contact,1,0.0,0.0
7,Ball State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Boise State,Delay of Game,Procedural,2,10.0,5.0
7,Boise State,Face Mask,Other,2,25.0,12.5
7,Boise State,False Start,Procedural,1,5.0,5.0
7,Boise State,Holding,Blocking / Holding,2,10.0,5.0
7,Boise State,Illegal Formation,Procedural,1,0.0,0.0
7,Boise State,Other / Unclassified,Blocking / Holding,1,9.0,9.0
7,Boise State,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,Boston College,Holding,Blocking / Holding,1,0.0,0.0
7,Boston College,Other / Unclassified,Other,1,0.0,0.0
7,Boston College,Pass Interference,Personal / Contact,1,0.0,0.0
7,Boston College,Personal Foul,Personal / Contact,1,0.0,0.0
7,Boston College,Roughing,Personal / Contact,1,0.0,0.0
7,Bowling Green,Delay of Game,Procedural,1,5.0,5.0
7,Bowling Green,False Start,Procedural,3,15.0,5.0
7,Bowling Green,Holding,Blocking / Holding,2,15.0,7.5
7,Bowling Green,Other / Unclassified,Blocking / Holding,1,4.0,4.0
7,Bowling Green,Pass Interference,Personal / Contact,1,15.0,15.0
7,Bowling Green,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Charlotte,Face Mask,Other,2,30.0,15.0
7,Charlotte,Holding,Blocking / Holding,1,0.0,0.0
7,Cincinnati,Delay of Game,Procedural,1,5.0,5.0
7,Cincinnati,False Start,Procedural,5,25.0,5.0
7,Cincinnati,Holding,Blocking / Holding,1,27.0,27.0
7,Cincinnati,Other / Unclassified,Administrative,1,35.0,35.0
7,Cincinnati,Other / Unclassified,Blocking / Holding,1,0.0,0.0
7,Cincinnati,Pass Interference,Personal / Contact,2,30.0,15.0
7,Clemson,Holding,Blocking / Holding,1,10.0,10.0
7,Clemson,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Coastal Carolina,Holding,Blocking / Holding,2,10.0,5.0
7,Coastal Carolina,Offside,Procedural,1,5.0,5.0
7,Coastal Carolina,Other / Unclassified,Administrative,1,0.0,0.0
7,Coastal Carolina,Other / Unclassified,Blocking / Holding,1,15.0,15.0
7,Coastal Carolina,Other / Unclassified,Other,1,0.0,0.0
7,Coastal Carolina,Personal Foul,Personal / Contact,1,0.0,0.0
7,Colorado,Delay of Game,Procedural,1,5.0,5.0
7,Colorado,False Start,Procedural,2,10.0,5.0
7,Colorado,Holding,Blocking / Holding,1,10.0,10.0
7,Colorado,Other / Unclassified,Administrative,1,0.0,0.0
7,Colorado,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,Colorado State,Face Mask,Other,1,15.0,15.0
7,Colorado State,False Start,Procedural,2,10.0,5.0
7,Colorado State,Holding,Blocking / Holding,2,0.0,0.0
7,Colorado State,Offside,Procedural,1,5.0,5.0
7,Colorado State,Pass Interference,Personal / Contact,1,17.0,17.0
7,East Carolina,Face Mask,Other,1,4.0,4.0
7,East Carolina,False Start,Procedural,3,15.0,5.0
7,East Carolina,Holding,Blocking / Holding,2,32.0,16.0
7,East Carolina,Offside,Procedural,2,10.0,5.0
7,East Carolina,Other / Unclassified,Blocking / Holding,2,13.0,6.5
7,East Carolina,Pass Interference,Personal / Contact,2,24.0,12.0
7,Eastern Michigan,Delay of Game,Procedural,1,0.0,0.0
7,Eastern Michigan,Holding,Blocking / Holding,1,33.0,33.0
7,Eastern Michigan,Unsportsmanlike Conduct,Personal / Contact,1,11.0,11.0
7,Florida,Delay of Game,Procedural,1,5.0,5.0
7,Florida,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,Florida Atlantic,False Start,Procedural,3,15.0,5.0
7,Florida Atlantic,Holding,Blocking / Holding,1,13.0,13.0
7,Florida Atlantic,Illegal Formation,Procedural,1,0.0,0.0
7,Florida Atlantic,Illegal Motion,Other,1,10.0,10.0
7,Florida Atlantic,Offside,Procedural,1,0.0,0.0
7,Florida Atlantic,Other / Unclassified,Administrative,1,5.0,5.0
7,Florida Atlantic,Other / Unclassified,Other,1,15.0,15.0
7,Florida Atlantic,Pass Interference,Personal / Contact,3,22.0,7.33
7,Florida State,Face Mask,Other,2,28.0,14.0
7,Florida State,Holding,Blocking / Holding,1,1.0,1.0
7,Florida State,Offside,Procedural,3,5.0,1.67
7,Florida State,Other / Unclassified,Other,2,15.0,7.5
7,Fresno State,Face Mask,Other,2,30.0,15.0
7,Fresno State,False Start,Procedural,3,15.0,5.0
7,Fresno State,Holding,Blocking / Holding,2,22.0,11.0
7,Fresno State,Other / Unclassified,Other,1,0.0,0.0
7,Fresno State,Pass Interference,Personal / Contact,1,15.0,15.0
7,Fresno State,Unsportsmanlike Conduct,Personal / Contact,2,30.0,15.0
7,Georgia,Delay of Game,Procedural,1,0.0,0.0
7,Georgia,False Start,Procedural,1,0.0,0.0
7,Georgia,Holding,Blocking / Holding,3,9.0,3.0
7,Georgia,Illegal Formation,Procedural,1,0.0,0.0
7,Georgia,Pass Interference,Personal / Contact,2,20.0,10.0
7,Georgia Southern,Delay of Game,Procedural,1,5.0,5.0
7,Georgia Southern,False Start,Procedural,2,10.0,5.0
7,Georgia Southern,Holding,Blocking / Holding,2,17.0,8.5
7,Georgia Southern,Pass Interference,Personal / Contact,4,54.0,13.5
7,Georgia Southern,Personal Foul,Personal / Contact,1,15.0,15.0
7,Georgia Southern,Roughing the Passer,Personal / Contact,1,0.0,0.0
7,Georgia State,Delay of Game,Procedural,1,5.0,5.0
7,Georgia State,Holding,Blocking / Holding,1,0.0,0.0
7,Georgia State,Pass Interference,Personal / Contact,2,30.0,15.0
7,Georgia Tech,False Start,Procedural,2,10.0,5.0
7,Georgia Tech,Holding,Blocking / Holding,3,34.0,11.33
7,Georgia Tech,Offside,Procedural,1,0.0,0.0
7,Georgia Tech,Other / Unclassified,Other,1,0.0,0.0
7,Georgia Tech,Pass Interference,Personal / Contact,2,30.0,15.0
7,Georgia Tech,Personal Foul,Personal / Contact,1,0.0,0.0
7,Georgia Tech,Roughing the Passer,Personal / Contact,1,50.0,50.0
7,Hawai'i,Delay of Game,Procedural,1,5.0,5.0
7,Hawai'i,False Start,Procedural,3,12.0,4.0
7,Hawai'i,Holding,Blocking / Holding,5,42.0,8.4
7,Hawai'i,Pass Interference,Personal / Contact,1,15.0,15.0
7,Houston,Delay of Game,Procedural,2,10.0,5.0
7,Houston,False Start,Procedural,1,0.0,0.0
7,Houston,Holding,Blocking / Holding,1,0.0,0.0
7,Houston,Other / Unclassified,Other,1,7.0,7.0
7,Houston,Personal Foul,Personal / Contact,1,0.0,0.0
7,Illinois,Delay of Game,Procedural,2,10.0,5.0
7,Illinois,Offside,Procedural,2,0.0,0.0
7,Illinois,Other / Unclassified,Other,1,0.0,0.0
7,Indiana,Holding,Blocking / Holding,3,13.0,4.33
7,Indiana,Other / Unclassified,Other,1,5.0,5.0
7,Indiana,Other / Unclassified,Procedural,1,0.0,0.0
7,Iowa,Other / Unclassified,Other,1,5.0,5.0
7,Iowa State,Delay of Game,Procedural,1,5.0,5.0
7,Iowa State,False Start,Procedural,2,10.0,5.0
7,Iowa State,Holding,Blocking / Holding,1,0.0,0.0
7,Iowa State,Offside,Procedural,1,3.0,3.0
7,Iowa State,Pass Interference,Personal / Contact,1,15.0,15.0
7,Iowa State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Jacksonville State,Face Mask,Other,1,7.0,7.0
7,Jacksonville State,False Start,Procedural,1,5.0,5.0
7,Jacksonville State,Holding,Blocking / Holding,1,10.0,10.0
7,Jacksonville State,Other / Unclassified,Other,1,18.0,18.0
7,Jacksonville State,Pass Interference,Personal / Contact,1,9.0,9.0
7,Jacksonville State,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,James Madison,Face Mask,Other,1,15.0,15.0
7,James Madison,False Start,Procedural,3,13.0,4.33
7,James Madison,Holding,Blocking / Holding,1,10.0,10.0
7,James Madison,Other / Unclassified,Blocking / Holding,1,10.0,10.0
7,James Madison,Pass Interference,Personal / Contact,4,47.0,11.75
7,James Madison,Roughing the Passer,Personal / Contact,1,15.0,15.0
7,Kansas,False Start,Procedural,1,5.0,5.0
7,Kansas,Holding,Blocking / Holding,2,19.0,9.5
7,Kansas,Offside,Procedural,1,5.0,5.0
7,Kansas,Unsportsmanlike Conduct,Personal / Contact,1,12.0,12.0
7,Kansas State,Delay of Game,Procedural,1,5.0,5.0
7,Kansas State,False Start,Procedural,2,10.0,5.0
7,Kansas State,Holding,Blocking / Holding,2,15.0,7.5
7,Kansas State,Other / Unclassified,Other,1,0.0,0.0
7,Kansas State,Pass Interference,Personal / Contact,1,9.0,9.0
7,Kansas State,Personal Foul,Personal / Contact,1,0.0,0.0
7,Kennesaw State,Face Mask,Other,1,15.0,15.0
7,Kennesaw State,Holding,Blocking / Holding,2,16.0,8.0
7,Kennesaw State,Illegal Formation,Procedural,1,41.0,41.0
7,Kennesaw State,Other / Unclassified,Administrative,1,5.0,5.0
7,Kennesaw State,Other / Unclassified,Other,2,14.0,7.0
7,Kennesaw State,Other / Unclassified,Safety / Tackling,1,9.0,9.0
7,Kennesaw State,Pass Interference,Personal / Contact,1,15.0,15.0
7,Kennesaw State,Roughing,Personal / Contact,1,15.0,15.0
7,Kent State,Face Mask,Other,1,15.0,15.0
7,Kent State,False Start,Procedural,2,0.0,0.0
7,Kent State,Holding,Blocking / Holding,1,0.0,0.0
7,Kent State,Illegal Motion,Other,1,0.0,0.0
7,Kent State,Other / Unclassified,Other,2,0.0,0.0
7,Kent State,Pass Interference,Personal / Contact,3,0.0,0.0
7,Kent State,Roughing,Personal / Contact,1,0.0,0.0
7,LSU,False Start,Procedural,5,20.0,4.0
7,LSU,Holding,Blocking / Holding,2,10.0,5.0
7,LSU,Other / Unclassified,Other,4,43.0,10.75
7,LSU,Pass Interference,Personal / Contact,1,14.0,14.0
7,Liberty,Personal Foul,Personal / Contact,1,15.0,15.0
7,Liberty,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,Louisiana,Delay of Game,Procedural,2,10.0,5.0
7,Louisiana,Holding,Blocking / Holding,2,8.0,4.0
7,Louisiana Tech,Delay of Game,Procedural,1,5.0,5.0
7,Louisiana Tech,Illegal Formation,Procedural,1,5.0,5.0
7,Louisiana Tech,Offside,Procedural,1,5.0,5.0
7,Marshall,False Start,Procedural,2,0.0,0.0
7,Marshall,Other / Unclassified,Other,1,0.0,0.0
7,Marshall,Pass Interference,Personal / Contact,1,0.0,0.0
7,Maryland,Delay of Game,Procedural,1,5.0,5.0
7,Maryland,False Start,Procedural,2,10.0,5.0
7,Maryland,Holding,Blocking / Holding,2,14.0,7.0
7,Maryland,Pass Interference,Personal / Contact,3,40.0,13.33
7,Maryland,Unsportsmanlike Conduct,Personal / Contact,4,64.0,16.0
7,Massachusetts,Delay of Game,Procedural,1,0.0,0.0
7,Massachusetts,False Start,Procedural,1,0.0,0.0
7,Massachusetts,Unsportsmanlike Conduct,Personal / Contact,1,7.0,7.0
7,Miami (OH),Delay of Game,Procedural,1,5.0,5.0
7,Miami (OH),False Start,Procedural,7,35.0,5.0
7,Miami (OH),Holding,Blocking / Holding,1,13.0,13.0
7,Miami (OH),Offside,Procedural,1,5.0,5.0
7,Miami (OH),Other / Unclassified,Other,1,0.0,0.0
7,Miami (OH),Pass Interference,Personal / Contact,1,0.0,0.0
7,Miami (OH),Personal Foul,Personal / Contact,1,0.0,0.0
7,Michigan,Holding,Blocking / Holding,1,4.0,4.0
7,Michigan,Unsportsmanlike Conduct,Personal / Contact,1,1.0,1.0
7,Michigan State,False Start,Procedural,3,0.0,0.0
7,Michigan State,Holding,Blocking / Holding,3,0.0,0.0
7,Michigan State,Other / Unclassified,Administrative,1,5.0,5.0
7,Michigan State,Other / Unclassified,Other,1,5.0,5.0
7,Michigan State,Personal Foul,Personal / Contact,1,0.0,0.0
7,Middle Tennessee,Face Mask,Other,2,26.0,13.0
7,Middle Tennessee,Unsportsmanlike Conduct,Personal / Contact,1,1.0,1.0
7,Minnesota,Holding,Blocking / Holding,4,14.0,3.5
7,Minnesota,Other / Unclassified,Administrative,1,13.0,13.0
7,Minnesota,Other / Unclassified,Other,1,23.0,23.0
7,Minnesota,Pass Interference,Personal / Contact,1,15.0,15.0
7,Missouri,Delay of Game,Procedural,2,10.0,5.0
7,Missouri,Illegal Motion,Other,1,5.0,5.0
7,Missouri,Offside,Procedural,1,0.0,0.0
7,Missouri,Other / Unclassified,Procedural,1,5.0,5.0
7,Missouri,Targeting,Personal / Contact,1,15.0,15.0
7,Missouri,Unsportsmanlike Conduct,Personal / Contact,1,5.0,5.0
7,Missouri State,Face Mask,Other,2,15.0,7.5
7,Missouri State,False Start,Procedural,1,0.0,0.0
7,Missouri State,Holding,Blocking / Holding,1,10.0,10.0
7,Missouri State,Illegal Formation,Procedural,1,3.0,3.0
7,Missouri State,Other / Unclassified,Other,1,5.0,5.0
7,Missouri State,Personal Foul,Personal / Contact,1,50.0,50.0
7,NC State,False Start,Procedural,4,20.0,5.0
7,NC State,Holding,Blocking / Holding,2,18.0,9.0
7,NC State,Pass Interference,Personal / Contact,3,45.0,15.0
7,Navy,Holding,Blocking / Holding,1,20.0,20.0
7,Navy,Offside,Procedural,1,5.0,5.0
7,Navy,Pass Interference,Personal / Contact,1,15.0,15.0
7,Nebraska,Delay of Game,Procedural,1,5.0,5.0
7,Nebraska,Other / Unclassified,Administrative,1,0.0,0.0
7,Nebraska,Other / Unclassified,Other,1,14.0,14.0
7,Nevada,Delay of Game,Procedural,1,0.0,0.0
7,Nevada,Offside,Procedural,1,5.0,5.0
7,New Mexico,False Start,Procedural,6,25.0,4.17
7,New Mexico,Holding,Blocking / Holding,2,3.0,1.5
7,New Mexico,Other / Unclassified,Administrative,1,0.0,0.0
7,North Texas,Holding,Blocking / Holding,1,0.0,0.0
7,North Texas,Other / Unclassified,Administrative,1,5.0,5.0
7,North Texas,Other / Unclassified,Blocking / Holding,1,0.0,0.0
7,North Texas,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,Northern Illinois,False Start,Procedural,2,10.0,5.0
7,Northern Illinois,Holding,Blocking / Holding,1,10.0,10.0
7,Northern Illinois,Other / Unclassified,Administrative,1,6.0,6.0
7,Notre Dame,Holding,Blocking / Holding,2,0.0,0.0
7,Notre Dame,Unsportsmanlike Conduct,Personal / Contact,2,16.0,8.0
7,Ohio State,False Start,Procedural,3,15.0,5.0
7,Ohio State,Offside,Procedural,1,0.0,0.0
7,Ohio State,Pass Interference,Personal / Contact,2,25.0,12.5
7,Ohio State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Oklahoma,False Start,Procedural,1,0.0,0.0
7,Oklahoma,Holding,Blocking / Holding,2,0.0,0.0
7,Oklahoma,Offside,Procedural,1,5.0,5.0
7,Oklahoma State,Face Mask,Other,1,15.0,15.0
7,Oklahoma State,False Start,Procedural,3,0.0,0.0
7,Oklahoma State,Holding,Blocking / Holding,3,0.0,0.0
7,Oklahoma State,Other / Unclassified,Administrative,2,5.0,2.5
7,Oklahoma State,Pass Interference,Personal / Contact,5,0.0,0.0
7,Old Dominion,Face Mask,Other,1,7.0,7.0
7,Old Dominion,Holding,Blocking / Holding,5,0.0,0.0
7,Old Dominion,Illegal Formation,Procedural,1,0.0,0.0
7,Old Dominion,Other / Unclassified,Other,3,50.0,16.67
7,Old Dominion,Pass Interference,Personal / Contact,1,0.0,0.0
7,Ole Miss,Delay of Game,Procedural,1,5.0,5.0
7,Ole Miss,Face Mask,Other,1,5.0,5.0
7,Ole Miss,Holding,Blocking / Holding,4,11.0,2.75
7,Ole Miss,Illegal Formation,Procedural,2,0.0,0.0
7,Ole Miss,Pass Interference,Personal / Contact,1,14.0,14.0
7,Ole Miss,Roughing the Passer,Personal / Contact,1,15.0,15.0
7,Oregon,Delay of Game,Procedural,1,5.0,5.0
7,Oregon,False Start,Procedural,6,30.0,5.0
7,Oregon,Offside,Procedural,1,0.0,0.0
7,Oregon,Pass Interference,Personal / Contact,3,34.0,11.33
7,Oregon State,Face Mask,Other,1,15.0,15.0
7,Oregon State,False Start,Procedural,2,10.0,5.0
7,Oregon State,Holding,Blocking / Holding,2,44.0,22.0
7,Oregon State,Illegal Motion,Other,1,0.0,0.0
7,Oregon State,Offside,Procedural,1,0.0,0.0
7,Oregon State,Roughing the Passer,Personal / Contact,3,45.0,15.0
7,Oregon State,Unsportsmanlike Conduct,Personal / Contact,2,9.0,4.5
7,Penn State,Delay of Game,Procedural,1,0.0,0.0
7,Penn State,Face Mask,Other,2,24.0,12.0
7,Penn State,Illegal Formation,Procedural,1,0.0,0.0
7,Penn State,Other / Unclassified,Other,1,0.0,0.0
7,Penn State,Personal Foul,Personal / Contact,1,0.0,0.0
7,Penn State,Roughing,Personal / Contact,1,0.0,0.0
7,Penn State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Pittsburgh,Delay of Game,Procedural,1,5.0,5.0
7,Pittsburgh,Holding,Blocking / Holding,2,13.0,6.5
7,Pittsburgh,Other / Unclassified,Other,1,5.0,5.0
7,Pittsburgh,Pass Interference,Personal / Contact,1,15.0,15.0
7,Pittsburgh,Pass Interference,Procedural,1,15.0,15.0
7,Pittsburgh,Personal Foul,Personal / Contact,1,9.0,9.0
7,Purdue,Face Mask,Other,2,18.0,9.0
7,Purdue,False Start,Procedural,2,5.0,2.5
7,Purdue,Holding,Blocking / Holding,1,3.0,3.0
7,Rice,Delay of Game,Procedural,1,5.0,5.0
7,Rice,Face Mask,Other,1,15.0,15.0
7,Rice,Holding,Blocking / Holding,2,19.0,9.5
7,Rice,Illegal Formation,Procedural,1,1.0,1.0
7,Rice,Offside,Procedural,1,2.0,2.0
7,Rice,Pass Interference,Personal / Contact,1,15.0,15.0
7,Rice,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Rutgers,False Start,Procedural,1,5.0,5.0
7,Rutgers,Illegal Formation,Procedural,1,35.0,35.0
7,Rutgers,Offside,Procedural,1,0.0,0.0
7,Rutgers,Other / Unclassified,Other,1,15.0,15.0
7,SMU,False Start,Procedural,3,15.0,5.0
7,SMU,Holding,Blocking / Holding,4,29.0,7.25
7,SMU,Offside,Procedural,2,52.0,26.0
7,SMU,Other / Unclassified,Administrative,1,5.0,5.0
7,SMU,Pass Interference,Personal / Contact,1,4.0,4.0
7,SMU,Personal Foul,Personal / Contact,1,7.0,7.0
7,SMU,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Sam Houston,Face Mask,Other,1,5.0,5.0
7,Sam Houston,Holding,Blocking / Holding,2,29.0,14.5
7,Sam Houston,Offside,Procedural,1,0.0,0.0
7,Sam Houston,Other / Unclassified,Other,1,0.0,0.0
7,Sam Houston,Pass Interference,Personal / Contact,1,15.0,15.0
7,Sam Houston,Personal Foul,Personal / Contact,1,15.0,15.0
7,San Diego State,False Start,Procedural,1,5.0,5.0
7,San Diego State,Other / Unclassified,Other,1,10.0,10.0
7,San Diego State,Pass Interference,Personal / Contact,2,13.0,6.5
7,San Diego State,Targeting,Personal / Contact,1,1.0,1.0
7,San Jose St,False Start,Procedural,2,10.0,5.0
7,San Jose St,Holding,Blocking / Holding,1,1.0,1.0
7,San Jose St,Pass Interference,Personal / Contact,2,30.0,15.0
7,San Jose St,Roughing the Passer,Personal / Contact,1,1.0,1.0
7,South Carolina,False Start,Procedural,1,5.0,5.0
7,South Carolina,Holding,Blocking / Holding,1,10.0,10.0
7,South Carolina,Offside,Procedural,2,10.0,5.0
7,South Carolina,Pass Interference,Personal / Contact,1,15.0,15.0
7,South Carolina,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,South Florida,False Start,Procedural,2,10.0,5.0
7,South Florida,Holding,Blocking / Holding,1,0.0,0.0
7,South Florida,Other / Unclassified,Other,1,0.0,0.0
7,South Florida,Pass Interference,Personal / Contact,2,15.0,7.5
7,Southern Miss,False Start,Procedural,2,10.0,5.0
7,Southern Miss,Holding,Blocking / Holding,1,0.0,0.0
7,Southern Miss,Offside,Procedural,1,5.0,5.0
7,Southern Miss,Other / Unclassified,Other,7,34.0,4.86
7,Stanford,Holding,Blocking / Holding,1,0.0,0.0
7,Stanford,Other / Unclassified,Blocking / Holding,1,10.0,10.0
7,Stanford,Personal Foul,Personal / Contact,1,50.0,50.0
7,Stanford,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,TCU,Delay of Game,Procedural,1,5.0,5.0
7,TCU,False Start,Procedural,1,5.0,5.0
7,TCU,Holding,Blocking / Holding,1,19.0,19.0
7,TCU,Other / Unclassified,Other,1,5.0,5.0
7,TCU,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,Temple,False Start,Procedural,2,10.0,5.0
7,Temple,Pass Interference,Personal / Contact,1,15.0,15.0
7,Tennessee,Holding,Blocking / Holding,3,7.0,2.33
7,Tennessee,Personal Foul,Personal / Contact,3,15.0,5.0
7,Texas,False Start,Procedural,2,0.0,0.0
7,Texas,Holding,Blocking / Holding,2,10.0,5.0
7,Texas,Personal Foul,Personal / Contact,1,0.0,0.0
7,Texas A&M,False Start,Procedural,1,0.0,0.0
7,Texas A&M,Holding,Blocking / Holding,3,0.0,0.0
7,Texas A&M,Other / Unclassified,Other,2,0.0,0.0
7,Texas A&M,Personal Foul,Personal / Contact,1,0.0,0.0
7,Texas State,False Start,Procedural,4,20.0,5.0
7,Texas State,Holding,Blocking / Holding,3,18.0,6.0
7,Texas State,Offside,Procedural,1,5.0,5.0
7,Texas State,Other / Unclassified,Other,5,19.0,3.8
7,Texas State,Pass Interference,Personal / Contact,2,14.0,7.0
7,Texas State,Personal Foul,Personal / Contact,1,0.0,0.0
7,Texas State,Roughing the Passer,Personal / Contact,1,15.0,15.0
7,Texas Tech,False Start,Procedural,1,5.0,5.0
7,Texas Tech,Holding,Blocking / Holding,5,38.0,7.6
7,Texas Tech,Other / Unclassified,Administrative,1,23.0,23.0
7,Texas Tech,Other / Unclassified,Other,1,15.0,15.0
7,Texas Tech,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
7,Toledo,Delay of Game,Procedural,3,15.0,5.0
7,Toledo,False Start,Procedural,1,5.0,5.0
7,Toledo,Other / Unclassified,Administrative,1,5.0,5.0
7,Toledo,Pass Interference,Personal / Contact,2,30.0,15.0
7,Troy,Other / Unclassified,Other,1,10.0,10.0
7,Tulane,Delay of Game,Procedural,1,5.0,5.0
7,Tulane,False Start,Procedural,3,15.0,5.0
7,Tulane,Holding,Blocking / Holding,1,5.0,5.0
7,Tulane,Pass Interference,Personal / Contact,1,15.0,15.0
7,Tulane,Personal Foul,Personal / Contact,1,0.0,0.0
7,UAB,Holding,Blocking / Holding,1,8.0,8.0
7,UAB,Other / Unclassified,Other,1,15.0,15.0
7,UAB,Targeting,Personal / Contact,1,15.0,15.0
7,UCF,False Start,Procedural,1,5.0,5.0
7,UCF,Holding,Blocking / Holding,3,20.0,6.67
7,UCF,Pass Interference,Personal / Contact,1,15.0,15.0
7,UCLA,Holding,Blocking / Holding,1,0.0,0.0
7,UL Monroe,Holding,Blocking / Holding,3,12.0,4.0
7,UL Monroe,Other / Unclassified,Procedural,1,49.0,49.0
7,UL Monroe,Pass Interference,Personal / Contact,1,0.0,0.0
7,UL Monroe,Personal Foul,Personal / Contact,1,8.0,8.0
7,UNLV,Face Mask,Other,1,16.0,16.0
7,UNLV,False Start,Procedural,2,10.0,5.0
7,UNLV,Other / Unclassified,Blocking / Holding,1,4.0,4.0
7,USC,False Start,Procedural,2,10.0,5.0
7,USC,Pass Interference,Personal / Contact,1,9.0,9.0
7,UTEP,Delay of Game,Procedural,1,5.0,5.0
7,UTEP,Holding,Blocking / Holding,1,14.0,14.0
7,UTEP,Other / Unclassified,Other,1,0.0,0.0
7,UTEP,Personal Foul,Personal / Contact,2,0.0,0.0
7,UTEP,Unsportsmanlike Conduct,Personal / Contact,2,27.0,13.5
7,UTSA,Face Mask,Other,1,15.0,15.0
7,UTSA,False Start,Procedural,1,5.0,5.0
7,UTSA,Offside,Procedural,1,4.0,4.0
7,Utah,False Start,Procedural,1,0.0,0.0
7,Utah,Holding,Blocking / Holding,3,0.0,0.0
7,Utah,Other / Unclassified,Other,1,0.0,0.0
7,Utah,Pass Interference,Personal / Contact,2,0.0,0.0
7,Utah,Personal Foul,Personal / Contact,1,0.0,0.0
7,Utah State,False Start,Procedural,1,5.0,5.0
7,Utah State,Offside,Procedural,1,5.0,5.0
7,Utah State,Other / Unclassified,Administrative,1,3.0,3.0
7,Utah State,Personal Foul,Personal / Contact,1,0.0,0.0
7,Virginia Tech,False Start,Procedural,1,5.0,5.0
7,Virginia Tech,Holding,Blocking / Holding,2,5.0,2.5
7,Virginia Tech,Personal Foul,Personal / Contact,2,30.0,15.0
7,Wake Forest,False Start,Procedural,6,30.0,5.0
7,Wake Forest,Holding,Blocking / Holding,2,51.0,25.5
7,Wake Forest,Other / Unclassified,Administrative,1,0.0,0.0
7,Wake Forest,Pass Interference,Personal / Contact,2,30.0,15.0
7,Washington,False Start,Procedural,2,6.0,3.0
7,Washington,Holding,Blocking / Holding,2,17.0,8.5
7,Washington,Offside,Procedural,1,6.0,6.0
7,Washington,Other / Unclassified,Administrative,1,5.0,5.0
7,Washington,Pass Interference,Personal / Contact,2,30.0,15.0
7,Washington,Personal Foul,Personal / Contact,2,0.0,0.0
7,Washington,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
7,Washington State,Delay of Game,Procedural,1,5.0,5.0
7,Washington State,Holding,Blocking / Holding,3,33.0,11.0
7,Washington State,Other / Unclassified,Other,2,30.0,15.0
